,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,test_pseudo_utt,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,
26695,26695,917,Valeri Bure spouse Candace Cameron Bure. Valeri Bure place of birth Minsk. Candace Cameron Bure occupation voice actor. Candace Cameron Bure domain actor.,inform," Valeri Bure is an actor from Minsk, who is married to Candace Cameron Bure, a voice actor.",2,3,(X (X) (X (X))),Candace Cameron Bure Valeri Bure Minsk Candace Cameron Bure voice actor,inform,0.4053898454,0.01878790142,53.22574234,10.83063051,0.85654664,match_scores,1,17
70798,70798,918,George Clooney rating top rated. Batman cast member George Clooney. Batman cast member Chris O'Donnell. George Clooney domain actor.,verify_attribute,You said George Clooney was top rated in Batman. Do you usually think highly of George Clooney's performances when he stars with Chris O'Donnell?,3,4,(X (X (X (X))),George Clooney top rated George Clooney Batman Chris O'Donnell,verify_attribute,0.9816189408,0.02280123125,43.85728073,5.377336385,0.8976462,match_scores,1,24
70807,70807,919,Liam Neeson rating highly rated. Liam Neeson place of birth Ballymena. James Nesbitt place of birth Ballymena. Liam Neeson domain actor.,verify_attribute," You said Liam Neeson is highly rated. Do you usually think actors from Ballymena are as good as Liam Neeson, like James Nesbitt for example?",3,4,(X (X (X (X))),Liam Neeson highly rated Liam Neeson Ballymena James Nesbitt,verify_attribute,0.9735203981,0.03412478436,29.30421448,5.501034142,0.87888956,match_scores,1,25
26720,26720,920,Niecy Nash place of birth Palmdale. Lise Cutter place of birth Palmdale. Niecy Nash occupation voice actor. Niecy Nash domain actor.,inform,Niecy Nash is a voice actor from Palmdale.,2,3,(X (X) (X (X))),Niecy Nash Palmdale Lise Cutter Niecy Nash voice actor,inform,0.7280092835,0.008105980851,123.3656998,14.25876976,0.8432231,match_scores_PPL,1,8
26728,26728,921,Niecy Nash spouse Jessica Betts. Jessica Betts sex or gender female. Niecy Nash occupation voice actor. Niecy Nash domain actor.,inform," Niecy Nash is a female voice actor, married to Jessica Betts.",2,3,(X (X) (X (X))),Niecy Nash Jessica Betts female Niecy Nash voice actor,inform,0.7496663332,0.008105281091,123.3763504,11.1212347,0.89156973,match_scores,1,11
70836,70836,922,Anne Hathaway rating moderately rated. Les Misérables cast member Anne Hathaway. Les Misérables cast member Helena Bonham Carter. Anne Hathaway domain actor.,verify_attribute,You said Anne Hathaway was moderately rated in Les Misérables. Do you usually think Helena Bonham Carter and Anne Hathaway deliver similar performances?,3,4,(X (X (X (X))),Anne Hathaway moderately rated Anne Hathaway Les Misérables Helena Bonham Carter,verify_attribute,0.9780166149,0.01718608196,58.1866188,10.21064185,0.9175175,match_scores,1,23
70851,70851,923,Tom Hardy rating moderately rated. Tom Hardy occupation screenwriter. John Krasinski occupation screenwriter. Tom Hardy domain actor.,verify_attribute,You said that Tom Hardy was moderately rated. Do you usually have the same opinion about screenwriters like John Krasinski?,3,4,(X (X (X (X))),Tom Hardy moderately rated Tom Hardy screenwriter John Krasinski,verify_attribute,0.9786000848,0.01619863197,61.73360825,5.983278753,0.80508614,match_scores,1,20
26765,26765,924,Traci Lords place of birth Steubenville. Dean Martin place of birth Steubenville. Traci Lords sex or gender female. Traci Lords domain actor.,inform," Traci Lords is a female actor born in Steubenville, the same place as Dean Martin.",2,3,(X (X) (X (X))),Traci Lords Steubenville Dean Martin Traci Lords female,inform,0.5169564486,0.009844700658,101.5774918,7.158561577,0.82433075,match_scores,1,15
26767,26767,925,Traci Lords spouse Brook Yeaton. Brook Yeaton sex or gender male. Traci Lords sex or gender female. Traci Lords domain actor.,inform," Traci Lords is a female actor married to Brook Yeaton, a male.",2,3,(X (X) (X (X))),Traci Lords Brook Yeaton male Traci Lords female,inform,0.3944329023,0.004910869841,203.6299133,8.889175589,0.8154016,match_scores_PPL,1,12
70874,70874,926,Tom Hardy rating moderately rated. Inception cast member Tom Hardy. Inception cast member Leonardo DiCaprio. Tom Hardy domain actor.,verify_attribute,You said Tom Hardy was only moderately rated in Inception. Do you think Leonardo DiCaprio usually outshines Tom Hardy in movies?,3,4,(X (X (X (X))),Tom Hardy moderately rated Tom Hardy Inception Leonardo DiCaprio,verify_attribute,0.9749038815,0.02023699324,49.41445541,6.783489805,0.86649895,match_scores,1,21
26787,26787,927,Virtuosity cast member Traci Lords. Virtuosity cast member Kaley Cuoco. Traci Lords occupation television actor. Traci Lords domain actor.,inform,Traci Lords is a television actor who was in the cast of Virtuosity alongside Kaley Cuoco.,2,3,(X (X) (X (X))),Traci Lords Virtuosity Kaley Cuoco Traci Lords television actor,inform,0.5523519516,0.01650095983,60.60253525,8.233514928,0.86999035,match_scores_PPL,1,16
70895,70895,928,Johnny Cash rating highly rated. The Hunted cast member Johnny Cash. The Hunted cast member Tommy Lee Jones. Johnny Cash domain actor.,verify_attribute,You said that Johnny Cash was highly rated in The Hunted. Do you think Johnny Cash often gives great performances with Tommy Lee Jones?,3,4,(X (X (X (X))),Johnny Cash highly rated Johnny Cash The Hunted Tommy Lee Jones,verify_attribute,0.9807822704,0.01538909501,64.9810791,9.792991473,0.8734451,match_scores,1,24
70909,70909,929,Bryan Cranston rating highly rated. Bryan Cranston occupation screenwriter. John Krasinski occupation screenwriter. Bryan Cranston domain actor.,verify_attribute,You said you highly rated Bryan Cranston. Do you usually think screenwriters like Bryan Cranston and John Krasinski do a great job?,3,4,(X (X (X (X))),Bryan Cranston highly rated Bryan Cranston screenwriter John Krasinski,verify_attribute,0.9789105058,0.03719196045,26.88753128,13.30844253,0.93012214,match_scores,1,22
9299,9299,930,Brad Garrett rating lower rated. Brad Garrett spouse Jill Diven. Brad Garrett occupation screenwriter. Brad Garrett domain actor.,give_opinion," Brad Garrett has had a lower rated acting career, but his work as a screenwriter with his spouse Jill Diven has been really great.",2,3,(X (X) (X (X))),Brad Garrett lower rated Brad Garrett Jill Diven Brad Garrett screenwriter,give_opinion,0.974815,0.00990466518,100.9625244,5.200788807,0.66556776,match_scores,1,24
26831,26831,931,Donnie Yen spouse Cissy Wang. Cissy Wang place of birth Lima. Donnie Yen occupation karateka. Donnie Yen domain actor.,inform,Donnie Yen is an actor and karateka from Lima who is married to Cissy Wang.,2,3,(X (X) (X (X))),Donnie Yen Cissy Wang Lima Donnie Yen karateka,inform,0.4160053432,0.007577827501,131.9639435,7.655122721,0.8476827,match_scores_PPL,1,15
70938,70938,932,Bryan Cranston rating highly rated. Breaking Bad cast member Bryan Cranston. Breaking Bad cast member Bob Odenkirk. Bryan Cranston domain actor.,verify_attribute,I know you rated Bryan Cranston highly. Do you usually think that Bob Odenkirk and Bryan Cranston are great actors?,3,4,(X (X (X (X))),Bryan Cranston highly rated Bryan Cranston Breaking Bad Bob Odenkirk,verify_attribute,0.981626153,0.03259419147,30.68031311,12.28594607,0.91064256,match_scores,1,20
26851,26851,933,Donnie Yen spouse Cissy Wang. Cissy Wang sex or gender female. Donnie Yen occupation choreographer. Donnie Yen domain actor.,inform," Donnie Yen is a choreographer and actor, married to Cissy Wang, a female.",2,3,(X (X) (X (X))),Donnie Yen Cissy Wang female Donnie Yen choreographer,inform,0.3095161915,0.009585942178,104.3194275,7.655122721,0.8347288,match_scores_PPL,1,13
70952,70952,934,Jackie Chan rating highly rated. Jackie Chan occupation screenwriter. John Krasinski occupation screenwriter. Jackie Chan domain actor.,verify_attribute,You said Jackie Chan was highly rated. Do you usually think screenwriters like Jackie Chan and John Krasinski are highly rated?,3,4,(X (X (X (X))),Jackie Chan highly rated Jackie Chan screenwriter John Krasinski,verify_attribute,0.9751746058,0.02491669848,40.13372803,6.586656968,0.90465677,match_scores,1,21
26872,26872,935,Dragon cast member Donnie Yen. Dragon cast member Tang Wei. Donnie Yen occupation film director. Donnie Yen domain actor.,inform,Donnie Yen and Tang Wei are actors in the film Dragon. Donnie Yen is also a film director.,2,3,(X (X) (X (X))),Donnie Yen Dragon Tang Wei Donnie Yen film director,inform,0.420830667,0.01883096233,53.10403061,7.88727299,0.9208278,match_scores,1,18
70973,70973,936,Jackie Chan rating highly rated. Around the World in 80 Days cast member Jackie Chan. Around the World in 80 Days cast member Arnold Schwarzenegger. Jackie Chan domain actor.,verify_attribute,You said Jackie Chan was highly rated. Do you usually think highly of films featuring Arnold Schwarzenegger and Jackie Chan?,3,4,(X (X (X (X))),Jackie Chan highly rated Jackie Chan Around the World in 80 Days Arnold Schwarzenegger,verify_attribute,0.9762227535,0.009969466834,100.3062668,6.908895197,0.8264946,match_scores,1,20
26889,26889,937,Cissy Wang spouse Donnie Yen. Cissy Wang occupation model. Donnie Yen occupation karateka. Donnie Yen domain actor.,inform," Cissy Wang is a model who is married to Donnie Yen, a karateka and actor.",2,3,(X (X) (X (X))),Donnie Yen Cissy Wang model Donnie Yen karateka,inform,0.2860477269,0.0119274467,83.84024048,7.158561577,0.8383064,match_scores_PPL,1,15
70991,70991,938,Phil Collins rating highly rated. Na plovarne cast member Phil Collins. Na plovarne cast member Hana Hegerová. Phil Collins domain actor.,verify_attribute,You said that Phil Collins was highly rated in Na plovarne. Do you usually rate performances by Phil Collins and Hana Hegerová highly?,3,4,(X (X (X (X))),Phil Collins highly rated Phil Collins Na plovarne Hana Hegerová,verify_attribute,0.9867249727,0.003718667294,268.9135437,6.735883427,0.9180149,match_scores,1,23
26915,26915,939,Cissy Wang spouse Donnie Yen. Cissy Wang date of birth 1981. Donnie Yen occupation Thai boxer. Donnie Yen domain actor.,inform," Cissy Wang is an actor born in 1981 and married to Donnie Yen, a Thai boxer.",2,3,(X (X) (X (X))),Donnie Yen Cissy Wang 1981 Donnie Yen Thai boxer,inform,0.4233582318,0.0100910296,99.09791565,7.732130226,0.8283282,match_scores,1,16
71013,71013,940,David Tennant rating moderately rated. David Tennant occupation character actor. Ronald Reagan occupation character actor. David Tennant domain actor.,verify_attribute,You said that David Tennant is moderately rated. Do you usually think the same of character actors like Ronald Reagan?,3,4,(X (X (X (X))),David Tennant moderately rated David Tennant character actor Ronald Reagan,verify_attribute,0.9798642397,0.01192099322,83.88562775,6.218361043,0.80810094,match_scores,1,20
26925,26925,941,Patty Duke spouse John Astin. John Astin place of birth Baltimore. Patty Duke occupation stage actor. Patty Duke domain actor.,inform,Patty Duke is a stage actor from Baltimore who is married to John Astin.,2,3,(X (X) (X (X))),Patty Duke John Astin Baltimore Patty Duke stage actor,inform,0.3568486869,0.008400110103,119.0460587,9.461202844,0.8546509,match_scores_PPL,1,14
26936,26936,942,Patty Duke spouse John Astin. John Astin occupation actor. Patty Duke occupation trade unionist. Patty Duke domain actor.,inform,Patty Duke is an actor and trade unionist who is married to actor John Astin.,2,3,(X (X) (X (X))),Patty Duke John Astin actor Patty Duke trade unionist,inform,0.3381524682,0.01340313314,74.60942078,8.80464134,0.8069802,match_scores_PPL,1,15
71044,71044,943,Sophia Loren rating top rated. Variety Lights cast member Sophia Loren. Variety Lights cast member Giulietta Masina. Sophia Loren domain actor.,verify_attribute,You said that Sophia Loren was top rated in Variety Lights. Do you usually think highly of performances by Sophia Loren and Giulietta Masina?,3,4,(X (X (X (X))),Sophia Loren top rated Sophia Loren Variety Lights Giulietta Masina,verify_attribute,0.9808639884,0.005907260091,169.2832184,6.460362622,0.92192745,match_scores,1,24
26958,26958,944,Patty Duke spouse John Astin. John Astin date of birth 1930. Patty Duke occupation film actor. Patty Duke domain actor.,inform," Patty Duke is a film actor married to John Astin, born in 1930.",2,3,(X (X) (X (X))),Patty Duke John Astin 1930 Patty Duke film actor,inform,0.3515198231,0.006060882945,164.9924622,9.461202844,0.840829,match_scores_PPL,1,13
26968,26968,945,Patty Duke spouse John Astin. The Addams Family cast member John Astin. Patty Duke occupation actor. Patty Duke domain actor.,inform," Patty Duke is an actor and the spouse of John Astin, who was a cast member in The Addams Family.",2,3,(X (X) (X (X))),Patty Duke John Astin The Addams Family Patty Duke actor,inform,0.2976870835,0.02146614286,46.58498764,9.770653288,0.81814754,match_scores,1,20
26983,26983,946,Prelude to a Kiss cast member Patty Duke. Prelude to a Kiss cast member Stanley Tucci. Patty Duke occupation politician. Patty Duke domain actor.,inform,Patty Duke is a politician and cast member of the movie Prelude to a Kiss alongside Stanley Tucci.,2,3,(X (X) (X (X))),Patty Duke Prelude to a Kiss Stanley Tucci Patty Duke politician,inform,0.2678757608,0.006083229488,164.3863678,17.63647856,0.86387515,match_scores,1,18
71087,71087,947,Rita Hayworth rating lower rated. Affectionately Yours cast member Rita Hayworth. Affectionately Yours cast member Hattie McDaniel. Rita Hayworth domain actor.,verify_attribute,You said that Rita Hayworth was lower rated in Affectionately Yours. Do you usually find Rita Hayworth's performances to be below Hattie McDaniel's?,3,4,(X (X (X (X))),Rita Hayworth lower rated Rita Hayworth Affectionately Yours Hattie McDaniel,verify_attribute,0.9737516046,0.01485738679,67.30658722,5.606668411,0.91297185,match_scores,1,23
27003,27003,948,John Astin spouse Patty Duke. John Astin occupation actor. Patty Duke occupation politician. Patty Duke domain actor.,inform,John Astin is an actor who is married to the politician Patty Duke.,2,3,(X (X) (X (X))),Patty Duke John Astin actor Patty Duke politician,inform,0.3002256751,0.009143882768,109.3627319,8.889175589,0.85533243,match_scores,1,13
71102,71102,949,Jada Pinkett Smith rating highly rated. Jada Pinkett Smith occupation screenwriter. John Krasinski occupation screenwriter. Jada Pinkett Smith domain actor.,verify_attribute,You said Jada Pinkett Smith is highly rated. Do you usually think highly of screenplays written by Jada Pinkett Smith and John Krasinski?,3,4,(X (X (X (X))),Jada Pinkett Smith highly rated Jada Pinkett Smith screenwriter John Krasinski,verify_attribute,0.9814095497,0.03431290869,29.14355087,11.85666012,0.9251906,match_scores,1,23
27022,27022,950,Anthony Perkins place of birth New York City. Noah Schnapp place of birth New York City. Anthony Perkins spouse Berry Berenson. Anthony Perkins domain actor.,inform,Anthony Perkins is an actor from New York City who is married to Berry Berenson.,2,3,(X (X) (X (X))),Anthony Perkins New York City Noah Schnapp Anthony Perkins Berry Berenson,inform,0.3210052848,0.02149649361,46.51921463,13.38016138,0.8005968,match_scores,1,15
27031,27031,951,Anthony Perkins occupation screenwriter. Ryan Gosling occupation screenwriter. Anthony Perkins occupation stage actor. Anthony Perkins domain actor.,inform,Anthony Perkins is a screenwriter and stage actor. Ryan Gosling is a screenwriter.,2,3,(X (X) (X (X))),Anthony Perkins screenwriter Ryan Gosling Anthony Perkins stage actor,inform,0.4285494983,0.02942009604,33.9903717,9.461202844,0.843813,match_scores,1,13
71131,71131,952,Farrah Fawcett rating highly rated. Farrah Fawcett place of birth Corpus Christi. Eva Longoria place of birth Corpus Christi. Farrah Fawcett domain actor.,verify_attribute," You said Farrah Fawcett was highly rated. Do you usually think actors from Corpus Christi, such as Eva Longoria, are well regarded?",3,4,(X (X (X (X))),Farrah Fawcett highly rated Farrah Fawcett Corpus Christi Eva Longoria,verify_attribute,0.985188961,0.02219560213,45.05397034,5.778323993,0.8132264,match_scores,1,22
71148,71148,953,Farrah Fawcett rating highly rated. Logan's Run cast member Farrah Fawcett. Logan's Run cast member Jenny Agutter. Farrah Fawcett domain actor.,verify_attribute,You said Farrah Fawcett was highly rated in Logan's Run. Do you usually think Jenny Agutter and Farrah Fawcett give good performances?,3,4,(X (X (X (X))),Farrah Fawcett highly rated Farrah Fawcett Logan's Run Jenny Agutter,verify_attribute,0.9826479554,0.01673317429,59.7615242,7.035982345,0.9416845,match_scores,1,22
71154,71154,954,Zachary Levi rating lower rated. Zachary Levi place of birth Lake Charles. Sean Patrick Flanery place of birth Lake Charles. Zachary Levi domain actor.,verify_attribute," You said that Zachary Levi had a lower rating. Do you think the same is true of actors from Lake Charles, such as Sean Patrick Flanery?",3,4,(X (X (X (X))),Zachary Levi lower rated Zachary Levi Lake Charles Sean Patrick Flanery,verify_attribute,0.8659153581,0.0158201243,63.21062851,7.278748445,0.8118792,match_scores,1,26
71160,71160,955,Zachary Levi rating lower rated. Chuck cast member Zachary Levi. Chuck cast member Karolína Kurková. Zachary Levi domain actor.,verify_attribute,You said Zachary Levi was a lower rated cast member of Chuck. Do you usually think Karolína Kurková is a better actor than Zachary Levi?,3,4,(X (X (X (X))),Zachary Levi lower rated Zachary Levi Chuck Karolína Kurková,verify_attribute,0.9839302897,0.01006451264,99.35900879,5.7171691,0.8983912,match_scores,1,25
71174,71174,956,Yukio Mishima rating highly rated. Yukio Mishima occupation playwright. Woody Allen occupation playwright. Yukio Mishima domain actor.,verify_attribute,You rated Yukio Mishima highly. Do you usually think highly of other playwrights like Woody Allen?,3,4,(X (X (X (X))),Yukio Mishima highly rated Yukio Mishima playwright Woody Allen,verify_attribute,0.9730011821,0.009320348805,107.2921219,13.44527358,0.8422708,match_scores,1,16
27088,27088,957,Anthony Perkins spouse Berry Berenson. Remember My Name cast member Berry Berenson. Anthony Perkins occupation screenwriter. Anthony Perkins domain actor.,inform," Anthony Perkins is an actor and screenwriter who is married to Berry Berenson, who was a cast member in Remember My Name.",2,3,(X (X) (X (X))),Anthony Perkins Berry Berenson Remember My Name Anthony Perkins screenwriter,inform,0.3183312714,0.02383414366,41.95661545,8.899891914,0.7612119,match_scores_PPL,1,22
71198,71198,958,Yukio Mishima rating highly rated. Black Lizard cast member Yukio Mishima. Black Lizard cast member Isao Kimura. Yukio Mishima domain actor.,verify_attribute,You said Yukio Mishima was highly rated in Black Lizard. Do you usually think highly of performances by both Yukio Mishima and Isao Kimura?,3,4,(X (X (X (X))),Yukio Mishima highly rated Yukio Mishima Black Lizard Isao Kimura,verify_attribute,0.9864692688,0.01170218218,85.45414734,6.460362622,0.9359689,match_scores,1,24
71209,71209,959,Yukio Mishima rating highly rated. Miguel Angel Hurtado Delgado occupation Yukio Mishima. Miguel Angel Hurtado Delgado occupation composer. Yukio Mishima domain actor.,verify_attribute,You said Yukio Mishima was highly rated. Do you think the same about most of Miguel Angel Hurtado Delgado's compositions?,3,4,(X (X (X (X))),Yukio Mishima highly rated Yukio Mishima Miguel Angel Hurtado Delgado composer,verify_attribute,0.9729732871,0.01054114317,94.86637115,9.449865253,0.831533,match_scores,1,20
27115,27115,960,Teri Hatcher place of birth Palo Alto. Lee Arenberg place of birth Palo Alto. Teri Hatcher occupation film actor. Teri Hatcher domain actor.,inform,Teri Hatcher is a film actor from Palo Alto.,2,3,(X (X) (X (X))),Teri Hatcher Palo Alto Lee Arenberg Teri Hatcher film actor,inform,0.4373343885,0.01373170705,72.82415771,14.53576842,0.84987503,match_scores_PPL,1,9
71228,71228,961,Yukio Mishima rating highly rated. Miguel Angel Hurtado Delgado occupation Yukio Mishima. Miguel Angel Hurtado Delgado date of birth 1922. Yukio Mishima domain actor.,verify_attribute," You gave Yukio Mishima a high rating. Do you usually think highly of performances by Miguel Angel Hurtado Delgado, born in 1922?",3,4,(X (X (X (X))),Yukio Mishima highly rated Yukio Mishima Miguel Angel Hurtado Delgado 1922,verify_attribute,0.9829749465,0.006368998403,157.0105591,12.04951458,0.8448349,match_scores,1,22
71237,71237,962,Yukio Mishima rating highly rated. Miguel Angel Hurtado Delgado occupation Yukio Mishima. Miguel Angel Hurtado Delgado place of birth http://www.wikidata.org/entity/Q13189157. Yukio Mishima domain actor.,verify_attribute,You said that Miguel Angel Hurtado Delgado's portrayal of Yukio Mishima was highly rated. Do you usually like actors from http://www.wikidata.org/entity/Q13189157?,3,6,(X (X (X (X))),Yukio Mishima highly rated Yukio Mishima Miguel Angel Hurtado Delgado http://www.wikidata.org/entity/Q13189157,verify_attribute,0.9794488549,0.01178095753,84.88274384,41.80999217,0.89254045,match_scores,1,21
71247,71247,963,Lena Dunham rating highly rated. Girls cast member Lena Dunham. Girls cast member Adam Driver. Lena Dunham domain actor.,verify_attribute,You said Lena Dunham was highly rated in Girls. Do you usually think highly of the performances of both Lena Dunham and Adam Driver?,3,4,(X (X (X (X))),Lena Dunham highly rated Lena Dunham Girls Adam Driver,verify_attribute,0.9841603637,0.01395252637,71.67160797,5.951000954,0.9049417,match_scores,1,24
27155,27155,964,Teri Hatcher spouse Jon Tenney. Jon Tenney occupation stage actor. Teri Hatcher occupation voice actor. Teri Hatcher domain actor.,inform,Teri Hatcher is a voice actor and the spouse of stage actor Jon Tenney.,2,3,(X (X) (X (X))),Teri Hatcher Jon Tenney stage actor Teri Hatcher voice actor,inform,0.3555124998,0.01345851709,74.30239105,10.51184684,0.90463346,match_scores_PPL,1,14
71266,71266,965,Candace Cameron Bure rating highly rated. Some Kind of Wonderful cast member Candace Cameron Bure. Some Kind of Wonderful cast member Pamela Anderson. Candace Cameron Bure domain actor.,verify_attribute,You said that Candace Cameron Bure was highly rated. Do you usually think that Candace Cameron Bure's performances are better than Pamela Anderson's?,3,4,(X (X (X (X))),Candace Cameron Bure highly rated Candace Cameron Bure Some Kind of Wonderful Pamela Anderson,verify_attribute,0.9688068628,0.02925743674,34.17934418,8.520293473,0.887674,match_scores,1,23
27178,27178,966,Teri Hatcher spouse Jon Tenney. Music from Another Room cast member Jon Tenney. Teri Hatcher occupation television actor. Teri Hatcher domain actor.,inform," Teri Hatcher is a television actor and the spouse of Jon Tenney, who was a cast member in Music from Another Room.",2,3,(X (X) (X (X))),Teri Hatcher Jon Tenney Music from Another Room Teri Hatcher television actor,inform,0.3664964437,0.01513016511,66.09313202,14.72821272,0.84658474,match_scores,1,22
71282,71282,967,Niecy Nash rating highly rated. Malibu's Most Wanted cast member Niecy Nash. Malibu's Most Wanted cast member Snoop Dogg. Niecy Nash domain actor.,verify_attribute," You said Niecy Nash was highly rated in Malibu's Most Wanted. Do you usually think highly of Niecy Nash's performances, especially when she acts alongside Snoop Dogg?",3,4,(X (X (X (X))),Niecy Nash highly rated Niecy Nash Malibu's Most Wanted Snoop Dogg,verify_attribute,0.9789229631,0.0165727795,60.3399086,7.851899643,0.8876544,match_scores,1,27
27198,27198,968,Desperate Housewives cast member Teri Hatcher. Desperate Housewives cast member Roselyn Sánchez. Teri Hatcher occupation television producer. Teri Hatcher domain actor.,inform,Teri Hatcher is a television producer and cast member of Desperate Housewives alongside Roselyn Sánchez.,2,3,(X (X) (X (X))),Teri Hatcher Desperate Housewives Roselyn Sánchez Teri Hatcher television producer,inform,0.3931384683,0.0235896716,42.39143372,9.782375749,0.89164215,match_scores,1,15
27205,27205,969,Heather Locklear place of birth Los Angeles. Val Kilmer place of birth Los Angeles. Heather Locklear spouse Richie Sambora. Heather Locklear domain actor.,inform,Heather Locklear is an actor from Los Angeles who is married to Richie Sambora.,2,3,(X (X) (X (X))),Heather Locklear Los Angeles Val Kilmer Heather Locklear Richie Sambora,inform,0.3673508167,0.01284375028,77.85887909,9.103526406,0.79440755,match_scores,1,14
27215,27215,970,Heather Locklear place of birth Los Angeles. Category:Scientists from Los Angeles occupation Los Angeles. Heather Locklear occupation film producer. Heather Locklear domain actor.,inform,Heather Locklear is a film producer from Los Angeles.,2,3,(X (X) (X (X))),Heather Locklear Los Angeles Category:Scientists from Los Angeles Heather Locklear film producer,inform,0.3545681238,0.01169799308,85.48474884,15.38886473,0.918165,match_scores,1,9
27228,27228,971,Heather Locklear spouse Tommy Lee. Tommy Lee place of birth Athens. Heather Locklear occupation television actor. Heather Locklear domain actor.,inform,Heather Locklear is a television actor from Athens who is married to Tommy Lee.,2,3,(X (X) (X (X))),Heather Locklear Tommy Lee Athens Heather Locklear television actor,inform,0.4696762264,0.007811885375,128.0100708,9.461202844,0.86955774,match_scores,1,14
71329,71329,972,Donnie Yen rating highly rated. Dragon cast member Donnie Yen. Dragon cast member Tang Wei. Donnie Yen domain actor.,verify_attribute,You said that Donnie Yen was highly rated in Dragon. Do you usually think that Donnie Yen and Tang Wei give great performances?,3,4,(X (X (X (X))),Donnie Yen highly rated Donnie Yen Dragon Tang Wei,verify_attribute,0.9786521792,0.01064786307,93.91555786,6.20479856,0.9025118,match_scores,1,23
27251,27251,973,Heather Locklear spouse Tommy Lee. Tommy Lee occupation disc jockey. Heather Locklear occupation voice actor. Heather Locklear domain actor.,inform," Heather Locklear is a voice actor, married to disc jockey Tommy Lee.",2,3,(X (X) (X (X))),Heather Locklear Tommy Lee disc jockey Heather Locklear voice actor,inform,0.4197688997,0.007728269989,129.3950653,11.35935489,0.9068393,match_scores,1,12
71354,71354,974,Patty Duke rating highly rated. Prelude to a Kiss cast member Patty Duke. Prelude to a Kiss cast member Stanley Tucci. Patty Duke domain actor.,verify_attribute,I know you rated Patty Duke highly in Prelude to a Kiss. Do you usually think Patty Duke and Stanley Tucci make a great team in films?,3,4,(X (X (X (X))),Patty Duke highly rated Patty Duke Prelude to a Kiss Stanley Tucci,verify_attribute,0.9748865366,0.00582389869,171.7062836,16.1105186,0.9073557,match_scores,1,27
27273,27273,975,Heather Locklear spouse Tommy Lee. Tommy Lee height taller. Heather Locklear occupation television actor. Heather Locklear domain actor.,inform," Heather Locklear is a television actor married to Tommy Lee, who is taller than average.",2,3,(X (X) (X (X))),Heather Locklear Tommy Lee taller Heather Locklear television actor,inform,0.4107908905,0.00819725444,121.9920654,8.233514928,0.81939214,match_scores_PPL,1,15
27275,27275,976,Heather Locklear spouse Tommy Lee. Tommy Lee date of birth 1962. Heather Locklear occupation actor. Heather Locklear domain actor.,inform,Heather Locklear is an actor married to Tommy Lee who was born in 1962.,2,3,(X (X) (X (X))),Heather Locklear Tommy Lee 1962 Heather Locklear actor,inform,0.3502256572,0.008567233027,116.7238007,8.2259647,0.8499704,match_scores,1,14
27286,27286,977,Heather Locklear spouse Tommy Lee. Brittany Furlan spouse Tommy Lee. Heather Locklear sex or gender female. Heather Locklear domain actor.,inform,Heather Locklear is a female actor and was married to Tommy Lee.,2,3,(X (X) (X (X))),Heather Locklear Tommy Lee Brittany Furlan Heather Locklear female,inform,0.3803914487,0.00671243982,148.9771271,9.23843021,0.7619403,match_scores,1,12
71386,71386,978,Teri Hatcher rating highly rated. Desperate Housewives cast member Teri Hatcher. Desperate Housewives cast member Roselyn Sánchez. Teri Hatcher domain actor.,verify_attribute,You said Teri Hatcher was highly rated in Desperate Housewives. Is this usually the case for her roles alongside Roselyn Sánchez?,3,4,(X (X (X (X))),Teri Hatcher highly rated Teri Hatcher Desperate Housewives Roselyn Sánchez,verify_attribute,0.9834312797,0.01428404691,70.00817108,6.586656968,0.82075363,match_scores,1,21
71405,71405,979,Heather Locklear rating lower rated. Heather Locklear place of birth Los Angeles. Marilyn Monroe place of birth Los Angeles. Heather Locklear domain actor.,verify_attribute,You said that Heather Locklear was lower rated than Marilyn Monroe. Do you usually think actors from Los Angeles are less successful?,3,4,(X (X (X (X))),Heather Locklear lower rated Heather Locklear Los Angeles Marilyn Monroe,verify_attribute,0.9766147733,0.009159915697,109.1713104,6.293173924,0.7563059,match_scores,1,22
27318,27318,980,Bea Arthur spouse Gene Saks. Gene Saks place of birth New York City. Bea Arthur occupation stage actor. Bea Arthur domain actor.,inform,Bea Arthur is a stage actor from New York City who is married to Gene Saks.,2,3,(X (X) (X (X))),Bea Arthur Gene Saks New York City Bea Arthur stage actor,inform,0.3257454932,0.01821861321,54.88891983,14.08797525,0.86421907,match_scores,1,16
71425,71425,981,Heather Locklear rating lower rated. Hannah Montana cast member Heather Locklear. Hannah Montana cast member Dolly Parton. Heather Locklear domain actor.,verify_attribute,You said Heather Locklear was lower rated in Hannah Montana. Do you usually think Dolly Parton does a better job than Heather Locklear as an actor?,3,4,(X (X (X (X))),Heather Locklear lower rated Heather Locklear Hannah Montana Dolly Parton,verify_attribute,0.9748507142,0.01865004186,53.61918259,5.971881979,0.90928453,match_scores,1,26
27343,27343,982,Bea Arthur spouse Gene Saks. Gene Saks sex or gender male. Bea Arthur occupation film actor. Bea Arthur domain actor.,inform," Bea Arthur is a film actor married to Gene Saks, a male.",2,3,(X (X) (X (X))),Bea Arthur Gene Saks male Bea Arthur film actor,inform,0.328732729,0.004763308915,209.9380951,10.22400368,0.87211746,match_scores_PPL,1,12
