mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
Cornish Rex length Small. Cornish Rex intelligence very intelligent. Cornish Rex domain cat breeds.,Cornish Rex length Small. Cornish Rex intelligence very intelligent. Cornish Rex domain cat breeds.,Cornish Rex Small Very Intelligent," The Cornish Rex is a small, very intelligent breed of cat.",inform,cats,1,3
Siberian stranger friendly very friendly to strangers. Siberian children friendly most kid-friendly. Siberian grooming lots of grooming. Siberian domain cat breeds.,Siberian stranger friendly very friendly to strangers. Siberian children friendly most kid-friendly. Siberian grooming lots of grooming. Siberian domain cat breeds.,Siberian Very Friendly To Strangers Most Kid-Friendly Lots Of Grooming, The Siberian is a breed of cats that is very friendly to strangers and is one of the most kid-friendly cat breeds. It also requires lots of grooming.,inform,cats,1,4
"Australian Mist descriptor The Australian Mist is a mixed breed catâ€“a cross between over 30 cat breeds that predominantly include the Burmese, Abyssinian, and Australian Shorthair breeds. Friendly, loving, and energetic, these cats inherited some of the best traits from all of their parents.. Australian Mist length Medium. Australian Mist other pets friendly friendly to other pets. Australian Mist min life expectancy 15. Australian Mist shedding minimal shedding. Australian Mist stranger friendly friendly to strangers. Australian Mist min weight 8.0. Australian Mist domain cat breeds.","Australian Mist descriptor The Australian Mist is a mixed breed catâ€“a cross between over 30 cat breeds that predominantly include the Burmese, Abyssinian, and Australian Shorthair breeds. Friendly, loving, and energetic, these cats inherited some of the best traits from all of their parents.. Australian Mist length Medium. Australian Mist other pets friendly friendly to other pets. Australian Mist min life expectancy 15. Australian Mist shedding minimal shedding. Australian Mist stranger friendly friendly to strangers. Australian Mist min weight 8.0. Australian Mist domain cat breeds.","Australian Mist The Australian Mist Is A Mixed Breed Catâ€“A Cross Between Over 30 Cat Breeds That Predominantly Include The Burmese, Abyssinian, And Australian Shorthair Breeds. Friendly, Loving, And Energetic, These Cats Inherited Some Of The Best Traits From All Of Their Parents. Medium Friendly To Other Pets 15 Minimal Shedding Friendly To Strangers 8.0"," The Australian Mist is a mixed breed cat, a cross between over 30 cat breeds that mainly include the Burmese, Abyssinian, and Australian Shorthair. These cats are friendly, loving, and energetic and have inherited some of the best traits from their parents. They are of medium size, friendly to other pets, friendly to strangers, have minimal shedding, and need",inform,cats,1,8
Oriental intelligence intelligent. Oriental meowing silient. Oriental min life expectancy 10. Oriental stranger friendly friendly to strangers. Oriental family friendly affectionate. Oriental domain cat breeds.,Oriental intelligence intelligent. Oriental meowing silient. Oriental min life expectancy 10. Oriental stranger friendly friendly to strangers. Oriental family friendly affectionate. Oriental domain cat breeds.,Oriental Intelligent Silient 10 Friendly To Strangers Affectionate," The Oriental cat breed is intelligent, friendly to strangers, and affectionate to its family. It is a silent meower and has a minimum life expectancy of 10 years.",inform,cats,1,6
Savannah grooming little grooming. Savannah stranger friendly most friendly to strangers. Savannah children friendly very kid-friendly. Savannah meowing sometimes meows. Savannah origin USA. Savannah family friendly very affectionate. Savannah domain cat breeds.,Savannah grooming little grooming. Savannah stranger friendly most friendly to strangers. Savannah children friendly very kid-friendly. Savannah meowing sometimes meows. Savannah origin USA. Savannah family friendly very affectionate. Savannah domain cat breeds.,Savannah Little Grooming Most Friendly To Strangers Very Kid-Friendly Sometimes Meows Usa Very Affectionate," The Savannah is an American cat breed that is very friendly to strangers, kid-friendly, and affectionate. They require little grooming and sometimes meow.",inform,cats,1,7
Chausie family friendly very affectionate. Chausie grooming no grooming. Chausie children friendly not kid-friendly. Chausie domain cat breeds.,Chausie family friendly very affectionate. Chausie grooming no grooming. Chausie children friendly not kid-friendly. Chausie domain cat breeds.,Chausie Very Affectionate No Grooming Not Kid-Friendly," The Chausie is a very affectionate cat breed, and it does not require any grooming. However, it is not considered kid-friendly.",inform,cats,1,4
"Savannah length 13 to 20 inches, not including tail. Savannah general health very healthy. Savannah intelligence most intelligent. Savannah stranger friendly most friendly to strangers. Savannah domain cat breeds.","Savannah length 13 to 20 inches, not including tail. Savannah general health very healthy. Savannah intelligence most intelligent. Savannah stranger friendly most friendly to strangers. Savannah domain cat breeds.","Savannah 13 To 20 Inches, Not Including Tail Very Healthy Most Intelligent Most Friendly To Strangers"," The Savannah is a breed of cat that is 13 to 20 inches in length, not including the tail. It is a very healthy breed, often considered to be one of the most intelligent and friendly to strangers.",inform,cats,1,5
Siberian playfulness most playful. Siberian max weight 17. Siberian stranger friendly very friendly to strangers. Siberian children friendly most kid-friendly. Siberian max life expectancy 18. Siberian rating excellent. Siberian domain cat breeds.,Siberian playfulness most playful. Siberian max weight 17. Siberian stranger friendly very friendly to strangers. Siberian children friendly most kid-friendly. Siberian max life expectancy 18. Siberian rating excellent. Siberian domain cat breeds.,Siberian Most Playful 17 Very Friendly To Strangers Most Kid-Friendly 18 Excellent," The Siberian is an excellent rated, most playful and most kid-friendly cat breed, that is very friendly to strangers. It has a maximum life expectancy of 18 years and a maximum weight of 17 pounds.",inform,cats,1,7
American Shorthair max life expectancy 20. American Shorthair intelligence very intelligent. American Shorthair shedding average shedding. American Shorthair length 12 to 15 inches. American Shorthair rating okay. American Shorthair other pets friendly friendly to other pets. American Shorthair domain cat breeds.,American Shorthair max life expectancy 20. American Shorthair intelligence very intelligent. American Shorthair shedding average shedding. American Shorthair length 12 to 15 inches. American Shorthair rating okay. American Shorthair other pets friendly friendly to other pets. American Shorthair domain cat breeds.,American Shorthair 20 Very Intelligent Average Shedding 12 To 15 Inches Okay Friendly To Other Pets," The American Shorthair is a very intelligent cat breed, with an average shedding rate and an okay rating. They can grow up to 12 to 15 inches long and live up to 20 years. They are also very friendly to other pets.",inform,cats,1,7
Japanese Bobtail meowing silient. Japanese Bobtail min life expectancy 9. Japanese Bobtail domain cat breeds.,Japanese Bobtail meowing silient. Japanese Bobtail min life expectancy 9. Japanese Bobtail domain cat breeds.,Japanese Bobtail Silient 9, The Japanese Bobtail is a cat breed known for its silient meow and a minimum life expectancy of nine years.,inform,cats,1,3
Egyptian Mau max weight 14. Egyptian Mau meowing meows occasionally. Egyptian Mau origin Egypt. Egyptian Mau min weight 6.0. Egyptian Mau max life expectancy 15. Egyptian Mau domain cat breeds.,Egyptian Mau max weight 14. Egyptian Mau meowing meows occasionally. Egyptian Mau origin Egypt. Egyptian Mau min weight 6.0. Egyptian Mau max life expectancy 15. Egyptian Mau domain cat breeds.,Egyptian Mau 14 Meows Occasionally Egypt 6.0 15," The Egyptian Mau is an ancient cat breed from Egypt, that weighs between 6 and 14 pounds and typically lives up to 15 years. It meows occasionally.",inform,cats,1,6
Tonkinese stranger friendly friendly to strangers. Tonkinese min weight 6.0. Tonkinese other pets friendly very friendly to other pets. Tonkinese max weight 12. Tonkinese domain cat breeds.,Tonkinese stranger friendly friendly to strangers. Tonkinese min weight 6.0. Tonkinese other pets friendly very friendly to other pets. Tonkinese max weight 12. Tonkinese domain cat breeds.,Tonkinese Friendly To Strangers 6.0 Very Friendly To Other Pets 12," The Tonkinese is a friendly cat breed, that is both friendly to strangers and very friendly to other pets. They typically weigh between six and twelve pounds.",inform,cats,1,5
Chartreux shedding more than average shedding. Chartreux intelligence intelligent. Chartreux stranger friendly friendly to strangers. Chartreux family friendly affectionate. Chartreux grooming lots of grooming. Chartreux domain cat breeds.,Chartreux shedding more than average shedding. Chartreux intelligence intelligent. Chartreux stranger friendly friendly to strangers. Chartreux family friendly affectionate. Chartreux grooming lots of grooming. Chartreux domain cat breeds.,Chartreux More Than Average Shedding Intelligent Friendly To Strangers Affectionate Lots Of Grooming, The Chartreux is an intelligent cat breed that is friendly to strangers and affectionate with family members. It requires lots of grooming due to its more than average shedding.,inform,cats,1,6
Mekong Bobtail meowing sometimes meows. Mekong Bobtail min life expectancy 15. Mekong Bobtail origin Southeast Asia. Mekong Bobtail max weight 10. Mekong Bobtail min weight 8.0. Mekong Bobtail rating good. Mekong Bobtail stranger friendly very friendly to strangers. Mekong Bobtail domain cat breeds.,Mekong Bobtail meowing sometimes meows. Mekong Bobtail min life expectancy 15. Mekong Bobtail origin Southeast Asia. Mekong Bobtail max weight 10. Mekong Bobtail min weight 8.0. Mekong Bobtail rating good. Mekong Bobtail stranger friendly very friendly to strangers. Mekong Bobtail domain cat breeds.,Mekong Bobtail Sometimes Meows 15 Southeast Asia 10 8.0 Good Very Friendly To Strangers," The Mekong Bobtail originates from Southeast Asia and is a very friendly breed of cat to strangers. It has a good rating, and can live up to fifteen years. It can weigh between eight and ten pounds and sometimes meows.",inform,cats,1,8
Pixie-Bob max life expectancy 15. Pixie-Bob intelligence very intelligent. Pixie-Bob children friendly most kid-friendly. Pixie-Bob shedding more than average shedding. Pixie-Bob grooming lots of grooming. Pixie-Bob max weight 17. Pixie-Bob meowing sometimes meows. Pixie-Bob domain cat breeds.,Pixie-Bob max life expectancy 15. Pixie-Bob intelligence very intelligent. Pixie-Bob children friendly most kid-friendly. Pixie-Bob shedding more than average shedding. Pixie-Bob grooming lots of grooming. Pixie-Bob max weight 17. Pixie-Bob meowing sometimes meows. Pixie-Bob domain cat breeds.,Pixie-Bob 15 Very Intelligent Most Kid-Friendly More Than Average Shedding Lots Of Grooming 17 Sometimes Meows," The Pixie-Bob is a very intelligent, kid-friendly cat breed with a life expectancy of up to 15 years. It has more than average shedding and needs a lot of grooming. Pixie-Bobs usually weigh up to 17 pounds and sometimes meow.",inform,cats,1,8
Javanese playfulness very playful. Javanese children friendly very kid-friendly. Javanese min weight 5.0. Javanese domain cat breeds.,Javanese playfulness very playful. Javanese children friendly very kid-friendly. Javanese min weight 5.0. Javanese domain cat breeds.,Javanese Very Playful Very Kid-Friendly 5.0," The Javanese is a very playful, kid-friendly cat breed with a minimum weight of 5.0.",inform,cats,1,4
American Bobtail shedding more than average shedding. American Bobtail stranger friendly very friendly to strangers. American Bobtail max life expectancy 15. American Bobtail origin United States and Canada. American Bobtail grooming average amount of grooming. American Bobtail max weight 13. American Bobtail meowing sometimes meows. American Bobtail domain cat breeds.,American Bobtail shedding more than average shedding. American Bobtail stranger friendly very friendly to strangers. American Bobtail max life expectancy 15. American Bobtail origin United States and Canada. American Bobtail grooming average amount of grooming. American Bobtail max weight 13. American Bobtail meowing sometimes meows. American Bobtail domain cat breeds.,American Bobtail More Than Average Shedding Very Friendly To Strangers 15 United States And Canada Average Amount Of Grooming 13 Sometimes Meows," The American Bobtail is a cat breed that originated from the United States and Canada. They are friendly to strangers and only require an average amount of grooming. They meow sometimes, shed more than average, and can live up to 15 years, with a maximum weight of 13 pounds.",inform,cats,1,8
Exotic playfulness very playful. Exotic grooming lots of grooming. Exotic max life expectancy 15. Exotic domain cat breeds.,Exotic playfulness very playful. Exotic grooming lots of grooming. Exotic max life expectancy 15. Exotic domain cat breeds.,Exotic Very Playful Lots Of Grooming 15, The Exotic cat breed is very playful and requires lots of grooming. It has a maximum life expectancy of 15 years.,inform,cats,1,4
Toyger length Medium. Toyger family friendly most affectionate. Toyger max weight 15. Toyger general health healthy. Toyger playfulness very playful. Toyger domain cat breeds.,Toyger length Medium. Toyger family friendly most affectionate. Toyger max weight 15. Toyger general health healthy. Toyger playfulness very playful. Toyger domain cat breeds.,Toyger Medium Most Affectionate 15 Healthy Very Playful," The Toyger is a medium-sized, family-friendly and most affectionate cat breed. They are usually very healthy and very playful, with maximum weight of 15.",inform,cats,1,6
Peterbald other pets friendly very friendly to other pets. Peterbald min weight 6.0. Peterbald children friendly very kid-friendly. Peterbald rating good. Peterbald domain cat breeds.,Peterbald other pets friendly very friendly to other pets. Peterbald min weight 6.0. Peterbald children friendly very kid-friendly. Peterbald rating good. Peterbald domain cat breeds.,Peterbald Very Friendly To Other Pets 6.0 Very Kid-Friendly Good, The Peterbald is a good cat breed that is very friendly to other pets and very kid-friendly. It has a minimum weight of 6.0.,inform,cats,1,5
Oriental max weight 10. Oriental general health healthy. Oriental domain cat breeds.,Oriental max weight 10. Oriental general health healthy. Oriental domain cat breeds.,Oriental 10 Healthy," The Oriental is a healthy cat breed, with a maximum weight of 10 pounds.",inform,cats,1,3
Cornish Rex max weight 10. Cornish Rex other pets friendly most friendly to other pets. Cornish Rex grooming no grooming. Cornish Rex children friendly most kid-friendly. Cornish Rex meowing meows occasionally. Cornish Rex domain cat breeds.,Cornish Rex max weight 10. Cornish Rex other pets friendly most friendly to other pets. Cornish Rex grooming no grooming. Cornish Rex children friendly most kid-friendly. Cornish Rex meowing meows occasionally. Cornish Rex domain cat breeds.,Cornish Rex 10 Most Friendly To Other Pets No Grooming Most Kid-Friendly Meows Occasionally," The Cornish Rex is a friendly cat breed that is most friendly to other pets, and most kid-friendly. It does not require any grooming and it only meows occasionally.  They typically weigh up to 10 pounds.",inform,cats,1,6
Thai Lilac playfulness very playful. Thai Lilac min life expectancy 12. Thai Lilac max life expectancy 15. Thai Lilac domain cat breeds.,Thai Lilac playfulness very playful. Thai Lilac min life expectancy 12. Thai Lilac max life expectancy 15. Thai Lilac domain cat breeds.,Thai Lilac Very Playful 12 15, The Thai Lilac is a very playful cat breed with a life expectancy of 12 to 15 years.,inform,cats,1,4
Peterbald other pets friendly very friendly to other pets. Peterbald intelligence intelligent. Peterbald max life expectancy 15. Peterbald grooming lots of grooming. Peterbald min weight 6.0. Peterbald meowing often meows. Peterbald family friendly most affectionate. Peterbald domain cat breeds.,Peterbald other pets friendly very friendly to other pets. Peterbald intelligence intelligent. Peterbald max life expectancy 15. Peterbald grooming lots of grooming. Peterbald min weight 6.0. Peterbald meowing often meows. Peterbald family friendly most affectionate. Peterbald domain cat breeds.,Peterbald Very Friendly To Other Pets Intelligent 15 Lots Of Grooming 6.0 Often Meows Most Affectionate," The Peterbald is a very friendly and intelligent cat breed that can live up to 15 years with lots of grooming. It is also very affectionate and friendly to other pets, and it typically weighs 6 pounds or more. It also meows quite often.",inform,cats,1,8
Korat family friendly most affectionate. Korat rating alright. Korat domain cat breeds.,Korat family friendly most affectionate. Korat rating alright. Korat domain cat breeds.,Korat Most Affectionate Alright, The Korat is a family-friendly and affectionate cat breed that typically receives an ,inform,cats,1,3
Singapura children friendly very kid-friendly. Singapura min weight 4.0. Singapura length Small. Singapura meowing always meows. Singapura min life expectancy 11. Singapura domain cat breeds.,Singapura children friendly very kid-friendly. Singapura min weight 4.0. Singapura length Small. Singapura meowing always meows. Singapura min life expectancy 11. Singapura domain cat breeds.,Singapura Very Kid-Friendly 4.0 Small Always Meows 11," The Singapura is a small, kid-friendly cat breed that always meows. It has a minimum weight of 4.0 and a minimum life expectancy of 11 years.",inform,cats,1,6
Desert Lynx max life expectancy 15. Desert Lynx max weight 16. Desert Lynx meowing sometimes meows. Desert Lynx grooming little grooming. Desert Lynx stranger friendly friendly to strangers. Desert Lynx min life expectancy 13. Desert Lynx general health mainly healthy. Desert Lynx domain cat breeds.,Desert Lynx max life expectancy 15. Desert Lynx max weight 16. Desert Lynx meowing sometimes meows. Desert Lynx grooming little grooming. Desert Lynx stranger friendly friendly to strangers. Desert Lynx min life expectancy 13. Desert Lynx general health mainly healthy. Desert Lynx domain cat breeds.,Desert Lynx 15 16 Sometimes Meows Little Grooming Friendly To Strangers 13 Mainly Healthy," The Desert Lynx is a friendly cat breed towards strangers, which requires little grooming and sometimes meows. It has a life expectancy between 13 and 15 years, usually weighing 16 lbs and is mostly healthy.",inform,cats,1,8
Selkirk Rex other pets friendly very friendly to other pets. Selkirk Rex family friendly very affectionate. Selkirk Rex min life expectancy 10. Selkirk Rex general health healthy. Selkirk Rex max weight 15. Selkirk Rex domain cat breeds.,Selkirk Rex other pets friendly very friendly to other pets. Selkirk Rex family friendly very affectionate. Selkirk Rex min life expectancy 10. Selkirk Rex general health healthy. Selkirk Rex max weight 15. Selkirk Rex domain cat breeds.,Selkirk Rex Very Friendly To Other Pets Very Affectionate 10 Healthy 15, The Selkirk Rex is a very friendly and affectionate cat breed that is very friendly to other pets. It is generally healthy and has a minimum life expectancy of 10 years. It can weigh up to 15 pounds.,inform,cats,1,6
American Wirehair stranger friendly friendly to strangers. American Wirehair length Medium to large. American Wirehair max life expectancy 18. American Wirehair origin United States. American Wirehair meowing sometimes meows. American Wirehair playfulness playful. American Wirehair domain cat breeds.,American Wirehair stranger friendly friendly to strangers. American Wirehair length Medium to large. American Wirehair max life expectancy 18. American Wirehair origin United States. American Wirehair meowing sometimes meows. American Wirehair playfulness playful. American Wirehair domain cat breeds.,American Wirehair Friendly To Strangers Medium To Large 18 United States Sometimes Meows Playful, The American Wirehair is a medium to large sized cat breed that originated in the United States. It is friendly to strangers and very playful. It sometimes meows and it has a maximum life expectancy of 18 years.,inform,cats,1,7
Manx shedding average shedding. Manx length 14 to 16 inches. Manx max weight 12. Manx domain cat breeds.,Manx shedding average shedding. Manx length 14 to 16 inches. Manx max weight 12. Manx domain cat breeds.,Manx Average Shedding 14 To 16 Inches 12," The Manx  is a breed of cat with an average shedding rate, a length of 14 to 16 inches, and a max weight of 12 pounds.",inform,cats,1,4
"Cymric shedding more than average shedding. Cymric rating alright. Cymric origin Isle of Man, UK. Cymric general health healthy. Cymric intelligence very intelligent. Cymric other pets friendly friendly to other pets. Cymric playfulness playful. Cymric domain cat breeds.","Cymric shedding more than average shedding. Cymric rating alright. Cymric origin Isle of Man, UK. Cymric general health healthy. Cymric intelligence very intelligent. Cymric other pets friendly friendly to other pets. Cymric playfulness playful. Cymric domain cat breeds.","Cymric More Than Average Shedding Alright Isle Of Man, Uk Healthy Very Intelligent Friendly To Other Pets Playful"," The Cymric is a breed of cat from the Isle of Man, UK. It has more than average shedding and is rated as alright. It is generally very healthy, very intelligent, friendly to other pets and playful.",inform,cats,1,8
Scottish Fold intelligence very intelligent. Scottish Fold max weight 13. Scottish Fold domain cat breeds.,Scottish Fold intelligence very intelligent. Scottish Fold max weight 13. Scottish Fold domain cat breeds.,Scottish Fold Very Intelligent 13, The Scottish Fold is a very intelligent cat breed that can weigh up to 13 pounds.,inform,cats,1,3
Turkish Van length 14 to 17 inches. Turkish Van family friendly affectionate. Turkish Van other pets friendly friendly to other pets. Turkish Van max life expectancy 17. Turkish Van domain cat breeds.,Turkish Van length 14 to 17 inches. Turkish Van family friendly affectionate. Turkish Van other pets friendly friendly to other pets. Turkish Van max life expectancy 17. Turkish Van domain cat breeds.,Turkish Van 14 To 17 Inches Affectionate Friendly To Other Pets 17," The Turkish Van is a friendly and affectionate cat breed, which is also friendly to other pets. It has a typical length of 14 to 17 inches, and it can live up to 17 years.",inform,cats,1,5
Burmese playfulness very playful. Burmese min weight 8.0. Burmese rating okay. Burmese max life expectancy 16. Burmese domain cat breeds.,Burmese playfulness very playful. Burmese min weight 8.0. Burmese rating okay. Burmese max life expectancy 16. Burmese domain cat breeds.,Burmese Very Playful 8.0 Okay 16," The Burmese is a very playful cat breed, with a minimum weight of 8.0 and an okay rating. It can live up to 16 years.",inform,cats,1,5
Donskoy general health healthy. Donskoy min weight 6.0. Donskoy intelligence very intelligent. Donskoy stranger friendly very friendly to strangers. Donskoy meowing sometimes meows. Donskoy origin Russia. Donskoy max weight 15. Donskoy domain cat breeds.,Donskoy general health healthy. Donskoy min weight 6.0. Donskoy intelligence very intelligent. Donskoy stranger friendly very friendly to strangers. Donskoy meowing sometimes meows. Donskoy origin Russia. Donskoy max weight 15. Donskoy domain cat breeds.,Donskoy Healthy 6.0 Very Intelligent Very Friendly To Strangers Sometimes Meows Russia 15," The Donskoy is a healthy, very intelligent and very friendly to strangers cat breed from Russia. Its weight can range from 6.0 to 15.0 and it sometimes meows.",inform,cats,1,8
Mekong Bobtail meowing sometimes meows. Mekong Bobtail family friendly very affectionate. Mekong Bobtail general health healthy. Mekong Bobtail domain cat breeds.,Mekong Bobtail meowing sometimes meows. Mekong Bobtail family friendly very affectionate. Mekong Bobtail general health healthy. Mekong Bobtail domain cat breeds.,Mekong Bobtail Sometimes Meows Very Affectionate Healthy, The Mekong Bobtail is a family friendly cat breed that is very affectionate and  healthy. They sometimes meow.,inform,cats,1,4
Norwegian Forest general health semi healthy. Norwegian Forest domain cat breeds.,Norwegian Forest general health semi healthy. Norwegian Forest domain cat breeds.,Norwegian Forest Semi Healthy, The Norwegian Forest is a semi-healthy cat breed.,inform,cats,1,2
Chausie family friendly very affectionate. Chausie other pets friendly very friendly to other pets. Chausie domain cat breeds.,Chausie family friendly very affectionate. Chausie other pets friendly very friendly to other pets. Chausie domain cat breeds.,Chausie Very Affectionate Very Friendly To Other Pets, The Chausie is a family friendly and very affectionate cat breed that is very friendly to other pets.,inform,cats,1,3
Havana Brown meowing sometimes meows. Havana Brown grooming no grooming. Havana Brown other pets friendly very friendly to other pets. Havana Brown max life expectancy 15. Havana Brown origin England. Havana Brown min weight 6.0. Havana Brown children friendly very kid-friendly. Havana Brown domain cat breeds.,Havana Brown meowing sometimes meows. Havana Brown grooming no grooming. Havana Brown other pets friendly very friendly to other pets. Havana Brown max life expectancy 15. Havana Brown origin England. Havana Brown min weight 6.0. Havana Brown children friendly very kid-friendly. Havana Brown domain cat breeds.,Havana Brown Sometimes Meows No Grooming Very Friendly To Other Pets 15 England 6.0 Very Kid-Friendly, The Havana Brown is an English cat breed that is known for being sometimes meowing and very friendly with other pets. It has a maximum life expectancy of 15 years and a minimum weight of 6.0 pounds. It is also very kid-friendly.,inform,cats,1,8
Cornish Rex children friendly most kid-friendly. Cornish Rex length Small. Cornish Rex max life expectancy 15. Cornish Rex meowing meows occasionally. Cornish Rex stranger friendly most friendly to strangers. Cornish Rex domain cat breeds.,Cornish Rex children friendly most kid-friendly. Cornish Rex length Small. Cornish Rex max life expectancy 15. Cornish Rex meowing meows occasionally. Cornish Rex stranger friendly most friendly to strangers. Cornish Rex domain cat breeds.,Cornish Rex Most Kid-Friendly Small 15 Meows Occasionally Most Friendly To Strangers, The Cornish Rex is a small cat breed that is most friendly to strangers and most kid-friendly. It  meows occasionally and has a maximum life expectancy of about 15 years.,inform,cats,1,6
Ragamuffin family friendly most affectionate. Ragamuffin length 12 to 18 inches. Ragamuffin meowing sometimes meows. Ragamuffin domain cat breeds.,Ragamuffin family friendly most affectionate. Ragamuffin length 12 to 18 inches. Ragamuffin meowing sometimes meows. Ragamuffin domain cat breeds.,Ragamuffin Most Affectionate 12 To 18 Inches Sometimes Meows, The Ragamuffin is a family friendly and most affectionate cat that can be 12 to 18 inches in length. It sometimes meows.,inform,cats,1,4
Javanese length Small to medium. Javanese general health semi healthy. Javanese domain cat breeds.,Javanese length Small to medium. Javanese general health semi healthy. Javanese domain cat breeds.,Javanese Small To Medium Semi Healthy, The Javanese is a small to medium sized cat breed which has semi healthy general health.,inform,cats,1,3
European Burmese children friendly most kid-friendly. European Burmese general health not as healthy. European Burmese stranger friendly most friendly to strangers. European Burmese domain cat breeds.,European Burmese children friendly most kid-friendly. European Burmese general health not as healthy. European Burmese stranger friendly most friendly to strangers. European Burmese domain cat breeds.,European Burmese Most Kid-Friendly Not As Healthy Most Friendly To Strangers," The European Burmese is a cat breed that is most friendly to children and strangers, but not as healthy overall as other breeds.",inform,cats,1,4
LaPerm min weight 5.0. LaPerm other pets friendly very friendly to other pets. LaPerm stranger friendly very friendly to strangers. LaPerm playfulness most playful. LaPerm meowing always meows. LaPerm domain cat breeds.,LaPerm min weight 5.0. LaPerm other pets friendly very friendly to other pets. LaPerm stranger friendly very friendly to strangers. LaPerm playfulness most playful. LaPerm meowing always meows. LaPerm domain cat breeds.,Laperm 5.0 Very Friendly To Other Pets Very Friendly To Strangers Most Playful Always Meows," The LaPerm is a very friendly cat breed that is always meowing and very playful. They are also very friendly to other pets and strangers, and they have a minimum weight of 5.0 lbs.",inform,cats,1,6
Australian Mist min life expectancy 15. Australian Mist min weight 8.0. Australian Mist max weight 15. Australian Mist domain cat breeds.,Australian Mist min life expectancy 15. Australian Mist min weight 8.0. Australian Mist max weight 15. Australian Mist domain cat breeds.,Australian Mist 15 8.0 15, The Australian Mist is a breed of cats with a minimum life expectancy of 15 years and a weight range of 8.0 to 15.0.,inform,cats,1,4
Norwegian Forest family friendly semi affectionate. Norwegian Forest shedding more than average shedding. Norwegian Forest max life expectancy 16. Norwegian Forest other pets friendly very friendly to other pets. Norwegian Forest meowing often meows. Norwegian Forest min life expectancy 12. Norwegian Forest general health semi healthy. Norwegian Forest domain cat breeds.,Norwegian Forest family friendly semi affectionate. Norwegian Forest shedding more than average shedding. Norwegian Forest max life expectancy 16. Norwegian Forest other pets friendly very friendly to other pets. Norwegian Forest meowing often meows. Norwegian Forest min life expectancy 12. Norwegian Forest general health semi healthy. Norwegian Forest domain cat breeds.,Norwegian Forest Semi Affectionate More Than Average Shedding 16 Very Friendly To Other Pets Often Meows 12 Semi Healthy," The Norwegian Forest is a family friendly and semi affectionate cat breed that sheds a bit more than average. It is very friendly to other pets and often meows. Generally, it has a semi healthy life expectancy of between 12 and 16 years.",inform,cats,1,8
Serengeti stranger friendly friendly to strangers. Serengeti length Medium. Serengeti grooming little grooming. Serengeti intelligence very intelligent. Serengeti domain cat breeds.,Serengeti stranger friendly friendly to strangers. Serengeti length Medium. Serengeti grooming little grooming. Serengeti intelligence very intelligent. Serengeti domain cat breeds.,Serengeti Friendly To Strangers Medium Little Grooming Very Intelligent," The Serengeti is a medium-sized cat breed that is friendly to strangers, requires little grooming, and is very intelligent.",inform,cats,1,5
Tonkinese length 12 to 15 inches. Tonkinese min life expectancy 10. Tonkinese intelligence most intelligent. Tonkinese max life expectancy 16. Tonkinese children friendly most kid-friendly. Tonkinese domain cat breeds.,Tonkinese length 12 to 15 inches. Tonkinese min life expectancy 10. Tonkinese intelligence most intelligent. Tonkinese max life expectancy 16. Tonkinese children friendly most kid-friendly. Tonkinese domain cat breeds.,Tonkinese 12 To 15 Inches 10 Most Intelligent 16 Most Kid-Friendly, The Tonkinese is a cat breed that is 12 to 15 inches in length and is considered to be one of the most intelligent and kid-friendly. It has a minimum life expectancy of 10 years and a maximum of 16.,inform,cats,1,6
American Bobtail rating okay. American Bobtail domain cat breeds.,American Bobtail rating okay. American Bobtail domain cat breeds.,American Bobtail Okay, The American Bobtail is a cat breed with an overall rating of okay.,inform,cats,1,2
Maine Coon max weight 18. Maine Coon intelligence very intelligent. Maine Coon grooming little grooming. Maine Coon domain cat breeds.,Maine Coon max weight 18. Maine Coon intelligence very intelligent. Maine Coon grooming little grooming. Maine Coon domain cat breeds.,Maine Coon 18 Very Intelligent Little Grooming, The Maine Coon is a very intelligent cat breed that requires little grooming and can weigh up to 18 pounds.,inform,cats,1,4
York Chocolate max life expectancy 15. York Chocolate children friendly very kid-friendly. York Chocolate min life expectancy 13. York Chocolate intelligence very intelligent. York Chocolate meowing often meows. York Chocolate shedding more than average shedding. York Chocolate domain cat breeds.,York Chocolate max life expectancy 15. York Chocolate children friendly very kid-friendly. York Chocolate min life expectancy 13. York Chocolate intelligence very intelligent. York Chocolate meowing often meows. York Chocolate shedding more than average shedding. York Chocolate domain cat breeds.,York Chocolate 15 Very Kid-Friendly 13 Very Intelligent Often Meows More Than Average Shedding, The York Chocolate is a very kid-friendly and intelligent cat breed that meows often and sheds more than average. It has an expected lifespan of 13 to 15 years.,inform,cats,1,7
American Wirehair min life expectancy 14. American Wirehair shedding average shedding. American Wirehair grooming no grooming. American Wirehair length Medium to large. American Wirehair stranger friendly friendly to strangers. American Wirehair min weight 8.0. American Wirehair domain cat breeds.,American Wirehair min life expectancy 14. American Wirehair shedding average shedding. American Wirehair grooming no grooming. American Wirehair length Medium to large. American Wirehair stranger friendly friendly to strangers. American Wirehair min weight 8.0. American Wirehair domain cat breeds.,American Wirehair 14 Average Shedding No Grooming Medium To Large Friendly To Strangers 8.0, The American Wirehair is a medium to large cat breed with an average shedding rate and no grooming required. They are friendly to strangers and typically live between 8.0 and 14 years.,inform,cats,1,7
