mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"recommend(name[Dune], genre[science fiction])",Dune genre science fiction. Dune domain board game.,Dune Science Fiction," Have you heard of Dune, a science fiction board game?",recommend,boardgames,1,2
"inform(name[Spirit Island], genre[cooperative Board game], instance of[Board game], average rating[excellent])",Spirit Island genre cooperative board game. Spirit Island instance of board game. Spirit Island average rating excellent. Spirit Island maximum playing time 120. Spirit Island domain board game.,Spirit Island Cooperative Board Game Board Game Excellent 120,Spirit Island is an excellent cooperative board game with a maximum playing time of 120 minutes.,inform,boardgames,1,5
"confirm(name[Barbarossa], publication year[1988], developer[Klaus Teuber])",Barbarossa publication year 1988. Barbarossa developer Klaus Teuber. Barbarossa domain board game.,Barbarossa 1988 Klaus Teuber," Are you referring to the Klaus Teuber board game Barbarossa, published in 1988?",confirm,boardgames,1,3
"verify_attribute(name[Twilight Struggle], average rating[excellent], publisher[GMT Games], genre[board wargame])",Twilight Struggle average rating excellent. Twilight Struggle publisher GMT Games. Twilight Struggle genre board wargame. Twilight Struggle domain board game.,Twilight Struggle Excellent Gmt Games Board Wargame,You loved Twilight Struggle. Do you usually find GMT Games' wargames to be excellent?,verify_attribute,boardgames,1,4
"confirm(name[Barbarossa], instance of[Board game], developer[Klaus Teuber])",Barbarossa instance of board game. Barbarossa developer Klaus Teuber. Barbarossa domain board game.,Barbarossa Board Game Klaus Teuber,Are you talking about the board game Barbarossa from developer Klaus Teuber?,confirm,boardgames,1,3
confirm(name[Afrikan tähti]),Afrikan tähti domain board game.,Afrikan Tähti,Are you talking about the board game Afrikan tähti?,confirm,boardgames,1,1
"confirm(name[Mystery Motive for Murder], genre[mystery fiction], publisher[Mayfair Games])",Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder domain board game.,Mystery Motive For Murder Mystery Fiction Mayfair Games,"
Are you referring to Mystery Motive for Murder, the mystery fiction board game published by Mayfair Games?",confirm,boardgames,1,3
"confirm(name[Axis and Allies], genre[board wargame], publisher[Avalon Hill])",Axis and Allies genre board wargame. Axis and Allies publisher Avalon Hill. Axis and Allies domain board game.,Axis And Allies Board Wargame Avalon Hill," Are you referring to Avalon Hill's board wargame, Axis and Allies?",confirm,boardgames,1,3
"give_opinion(name[Descent Journeys in the Dark], average rating[good], instance of[Board game])",Descent Journeys in the Dark average rating good. Descent Journeys in the Dark minimum playing time 120. Descent Journeys in the Dark instance of board game. Descent Journeys in the Dark domain board game.,Descent Journeys In The Dark Good 120 Board Game,Descent Journeys in the Dark is a good board game. The minimum playing time of 120 minutes makes it great for a longer evening of gaming.,give_opinion,boardgames,1,4
"suggest(name[Enchanted Forest], genre[fantasy])",Enchanted Forest genre fantasy. Enchanted Forest domain board game.,Enchanted Forest Fantasy," Have you ever played a fantasy board game, like Enchanted Forest?",suggest,boardgames,1,2
"inform(name[Descent Journeys in the Dark], genre[fantasy], minimum number of players[2], average rating[good], publisher[Fantasy Flight Games])",Descent Journeys in the Dark genre fantasy. Descent Journeys in the Dark minimum number of players 2. Descent Journeys in the Dark average rating good. Descent Journeys in the Dark publisher Fantasy Flight Games. Descent Journeys in the Dark domain board game.,Descent Journeys In The Dark Fantasy 2 Good Fantasy Flight Games,Descent Journeys in the Dark is a fantasy board game from Fantasy Flight Games with a good rating. It requires at least 2 players.,inform,boardgames,1,5
"recommend(name[Stratego], instance of[Board game])",Stratego instance of board game. Stratego domain board game.,Stratego Board Game," Have you played Stratego, the board game?",recommend,boardgames,1,2
"suggest(name[War of 1812], genre[wargame], instance of[Board game])",War of 1812 genre wargame. War of 1812 instance of board game. War of 1812 domain board game.,War Of 1812 Wargame Board Game," Have you ever played a wargame from the board game genre, like War of 1812?",suggest,boardgames,1,3
"suggest(name[Afrikan tähti], instance of[Board game], genre[roll-and-move])",Afrikan tähti instance of board game. Afrikan tähti genre roll-and-move. Afrikan tähti domain board game.,Afrikan Tähti Board Game Roll-And-Move,"
Have you ever played a roll-and-move board game, like Afrikan tähti?",suggest,boardgames,1,3
"inform(name[War of 1812], genre[wargame], complexity rating[complex], publisher[Columbia Games], average rating[average], publication year[1973])",War of 1812 genre wargame. War of 1812 complexity rating complex. War of 1812 publisher Columbia Games. War of 1812 average rating average. War of 1812 publication year 1973. War of 1812 domain board game.,War Of 1812 Wargame Complex Columbia Games Average 1973,War of 1812 is a complex wargame published by Columbia Games in 1973 with an average rating.,inform,boardgames,1,6
"recommend(name[A Game of Thrones], publisher[Fantasy Flight Games], instance of[Board game])",A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones instance of board game. A Game of Thrones domain board game.,A Game Of Thrones Fantasy Flight Games Board Game," Have you played A Game of Thrones, the Fantasy Flight Games board game?",recommend,boardgames,1,3
"verify_attribute(name[Barbarossa], average rating[average], genre[fantasy], instance of[Board game])",Barbarossa average rating average. Barbarossa genre fantasy. Barbarossa instance of board game. Barbarossa domain board game.,Barbarossa Average Fantasy Board Game,You found Barbarossa to be just okay. Do you think fantasy board games are usually mediocre?,verify_attribute,boardgames,1,4
"confirm(name[Chicago], genre[strategy game], instance of[Board game])",Chicago genre strategy game. Chicago instance of board game. Chicago domain board game.,Chicago Strategy Game Board Game," Are you talking about the strategy game, Chicago board game?",confirm,boardgames,1,3
"confirm(name[HeroQuest], instance of[Board game], genre[fantasy])",HeroQuest instance of board game. HeroQuest genre fantasy. HeroQuest domain board game.,Heroquest Board Game Fantasy,Are you talking about the fantasy board game HeroQuest?,confirm,boardgames,1,3
"recommend(name[Scotland Yard], game mechanics[cooperative gameplay], instance of[Board game])",Scotland Yard game mechanics cooperative gameplay. Scotland Yard instance of board game. Scotland Yard domain board game.,Scotland Yard Cooperative Gameplay Board Game,Have you heard of Scotland Yard? It's a board game with cooperative gameplay.,recommend,boardgames,1,3
"confirm(name[Chicago], instance of[Board game])",Chicago instance of board game. Chicago domain board game.,Chicago Board Game,Are you talking about the board game Chicago?,confirm,boardgames,1,2
"request(specifier[engaging], maximum number of players[2])",board game specifier engaging. board game maximum number of players 2. board game domain board game.,Engaging 2,What's an engaging board game for two players?,request,boardgames,1,2
"request_explanation(genre[board wargame], average rating[average])",board game genre board wargame. board game average rating average. board game domain board game.,Board Wargame Average,What do you think makes board wargames an average board game?,request_explanation,boardgames,1,2
"verify_attribute(name[Sherlock Holmes Consulting Detective], average rating[excellent])",Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective Excellent,You really enjoyed Sherlock Holmes Consulting Detective. Do you usually like board games?,verify_attribute,boardgames,1,2
"inform(name[Mangala], genre[abstract strategy game], complexity rating[simple], average rating[average], minimum number of players[2])",Mangala genre abstract strategy game. Mangala complexity rating simple. Mangala average rating average. Mangala minimum number of players 2. Mangala domain board game.,Mangala Abstract Strategy Game Simple Average 2,Mangala is a simple abstract strategy board game for 2 players with an average rating.,inform,boardgames,1,5
"inform(name[Battle Masters], genre[fantasy], minimum number of players[2])",Battle Masters genre fantasy. Battle Masters minimum number of players 2. Battle Masters minimum playing time 60. Battle Masters domain board game.,Battle Masters Fantasy 2 60,Battle Masters is a fantasy board game for at least 2 players with a minimum playing time of 60 minutes.,inform,boardgames,1,4
"give_opinion(name[Crossings], average rating[average], maximum number of players[2], minimum number of players[2])",Crossings average rating average. Crossings maximum number of players 2. Crossings minimum number of players 2. Crossings domain board game.,Crossings Average 2 2,Crossings is an average board game. The maximum and minimum number of players of 2 makes it great for a couple or small group of friends.,give_opinion,boardgames,1,4
"give_opinion(name[Monopoly], average rating[poor], complexity rating[moderate])",Monopoly average rating poor. Monopoly complexity rating moderate. Monopoly domain board game.,Monopoly Poor Moderate,Monopoly is not a great board game in my opinion. The poor rating and moderate complexity make it a bit boring.,give_opinion,boardgames,1,3
"inform(name[Battle Masters], genre[fantasy], average rating[average], maximum number of players[2], instance of[Board game])",Battle Masters genre fantasy. Battle Masters average rating average. Battle Masters maximum number of players 2. Battle Masters instance of board game. Battle Masters domain board game.,Battle Masters Fantasy Average 2 Board Game,Battle Masters is a fantasy board game with an average rating for 2 players.,inform,boardgames,1,5
"suggest(name[Axis and Allies], genre[board wargame], developer[Larry Harris])",Axis and Allies genre board wargame. Axis and Allies developer Larry Harris. Axis and Allies domain board game.,Axis And Allies Board Wargame Larry Harris," Have you ever played a board wargame by Larry Harris, like Axis and Allies?",suggest,boardgames,1,3
"confirm(name[Punaisten ja valkoisten taistelu Suomessa 1918], instance of[Board game], country of origin[Finland])",Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Board Game Finland,"
Are you talking about the board game Punaisten ja valkoisten taistelu Suomessa 1918 from Finland?",confirm,boardgames,1,3
"inform(name[Dune], genre[science fiction], maximum number of players[6], instance of[Board game], complexity rating[advanced], publication year[1979], publisher[Avalon Hill])",Dune genre science fiction. Dune maximum number of players 6. Dune instance of board game. Dune minimum playing time 60. Dune complexity rating advanced. Dune publication year 1979. Dune publisher Avalon Hill. Dune domain board game.,Dune Science Fiction 6 Board Game 60 Advanced 1979 Avalon Hill,Dune is an advanced science fiction board game published by Avalon Hill in 1979. It can be played with a minimum of 60 minutes and up to 6 players.,inform,boardgames,1,8
"verify_attribute(name[Twilight Struggle], average rating[excellent])",Twilight Struggle average rating excellent. Twilight Struggle domain board game.,Twilight Struggle Excellent,You loved Twilight Struggle. Do you have a good opinion of most board games?,verify_attribute,boardgames,1,2
"inform(name[War of 1812], genre[wargame], minimum number of players[2], average rating[average], maximum number of players[2])",War of 1812 genre wargame. War of 1812 minimum number of players 2. War of 1812 average rating average. War of 1812 maximum number of players 2. War of 1812 domain board game.,War Of 1812 Wargame 2 Average 2,War of 1812 is a wargame board game for 2 players with an average rating.,inform,boardgames,1,5
"inform(name[Lord of the Rings], genre[fantasy], average rating[average], based on[The Lord of the Rings], maximum number of players[5])",Lord of the Rings genre fantasy. Lord of the Rings minimum playing time 20. Lord of the Rings average rating average. Lord of the Rings based on The Lord of the Rings. Lord of the Rings maximum number of players 5. Lord of the Rings domain board game.,Lord Of The Rings Fantasy 20 Average The Lord Of The Rings 5," Lord of the Rings is a fantasy board game with an average rating, based on The Lord of the Rings. It can take up to 5 players and has a minimum playing time of 20 minutes.",inform,boardgames,1,6
"verify_attribute(name[Enchanted Forest], average rating[average], instance of[Board game], genre[fantasy])",Enchanted Forest average rating average. Enchanted Forest instance of board game. Enchanted Forest genre fantasy. Enchanted Forest domain board game.,Enchanted Forest Average Board Game Fantasy,You found Enchanted Forest to be just okay. Do you usually think fantasy board games are mediocre?,verify_attribute,boardgames,1,4
"recommend(name[Sherlock Holmes Consulting Detective], alternate names[Sherlock Holmes: Detective Asesor], publisher[Space Cowboys])",Sherlock Holmes Consulting Detective alternate names Sherlock Holmes: Detective Asesor. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective Sherlock Holmes: Detective Asesor Space Cowboys," Have you heard of Sherlock Holmes Consulting Detective, the board game from Space Cowboys? It goes by the alternate name Sherlock Holmes: Detective Asesor.",recommend,boardgames,1,3
"inform(name[Sherlock Holmes Consulting Detective], genre[deduction game], maximum number of players[8], instance of[Board game], publication year[1981])",Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective maximum number of players 8. Sherlock Holmes Consulting Detective minimum playing time 60. Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective maximum playing time 120. Sherlock Holmes Consulting Detective publication year 1981. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective Deduction Game 8 60 Board Game 120 1981,Sherlock Holmes Consulting Detective is a deduction board game from 1981 with a maximum of 8 players and a playing time of 60 to 120 minutes.,inform,boardgames,1,7
"recommend(name[Twilight Struggle], instance of[Board game], genre[board wargame])",Twilight Struggle instance of board game. Twilight Struggle genre board wargame. Twilight Struggle domain board game.,Twilight Struggle Board Game Board Wargame,Have you heard of the board game Twilight Struggle? It's a board wargame.,recommend,boardgames,1,3
"suggest(name[Punaisten ja valkoisten taistelu Suomessa 1918], genre[wargame], instance of[Board game])",Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Wargame Board Game," Have you ever played a board wargame, like Punaisten ja valkoisten taistelu Suomessa 1918?",suggest,boardgames,1,3
"suggest(name[War of 1812], genre[wargame], maximum number of players[2])",War of 1812 genre wargame. War of 1812 maximum number of players 2. War of 1812 domain board game.,War Of 1812 Wargame 2," Have you ever played a wargame for two players, like War of 1812?",suggest,boardgames,1,3
"request(specifier[entertaning], instance of[Board game])",board game specifier entertaning. board game instance of board game. board game domain board game.,Entertaning Board Game,What entertaining instance of a board game do you know of?,request,boardgames,1,2
"confirm(name[Scotland Yard], game mechanics[cooperative gameplay], publisher[Ravensburger])",Scotland Yard game mechanics cooperative gameplay. Scotland Yard publisher Ravensburger. Scotland Yard domain board game.,Scotland Yard Cooperative Gameplay Ravensburger,Are you talking about Ravensburger's Scotland Yard board game with cooperative gameplay?,confirm,boardgames,1,3
"suggest(name[HeroQuest], instance of[Board game], genre[fantasy])",HeroQuest instance of board game. HeroQuest genre fantasy. HeroQuest domain board game.,Heroquest Board Game Fantasy," Have you ever played a board game in the fantasy genre, like HeroQuest?",suggest,boardgames,1,3
suggest(name[Crossings]),Crossings domain board game.,Crossings," Have you ever played a board game, like Crossings?",suggest,boardgames,1,1
"suggest(name[Betrayal at House on the Hill], maximum number of players[6], publisher[Asmodee])",Betrayal at House on the Hill maximum number of players 6. Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill 6 Asmodee,"
Have you ever played a board game for up to 6 players published by Asmodee, like Betrayal at House on the Hill?",suggest,boardgames,1,3
"verify_attribute(name[Mystery Motive for Murder], average rating[average], publisher[Mayfair Games], developer[Bruce Glassco])",Mystery Motive for Murder average rating average. Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder domain board game.,Mystery Motive For Murder Average Mayfair Games Bruce Glassco,You found Mystery Motive for Murder to be just okay. Do you think all board games from Mayfair Games and Bruce Glassco are mediocre?,verify_attribute,boardgames,1,4
"suggest(name[Axis and Allies], genre[board wargame], country of origin[United States of America])",Axis and Allies genre board wargame. Axis and Allies country of origin United States of America. Axis and Allies domain board game.,Axis And Allies Board Wargame United States Of America," Did you ever play a board wargame from the United States of America, like Axis and Allies?",suggest,boardgames,1,3
"give_opinion(name[Stratego], average rating[average], instance of[Board game])",Stratego average rating average. Stratego instance of board game. Stratego minimum playing time 45. Stratego domain board game.,Stratego Average Board Game 45,Stratego is an average board game with a minimum playing time of 45 minutes. It's a great game for those who enjoy strategic thinking.,give_opinion,boardgames,1,4
"inform(name[Battle Masters], genre[fantasy], average rating[average], maximum number of players[2])",Battle Masters genre fantasy. Battle Masters average rating average. Battle Masters maximum number of players 2. Battle Masters domain board game.,Battle Masters Fantasy Average 2,Battle Masters is a fantasy board game for a maximum of two players with an average rating.,inform,boardgames,1,4
"request(specifier[strategic], genre[fantasy])",board game specifier strategic. board game genre fantasy. board game domain board game.,Strategic Fantasy,Have you ever played a strategic fantasy board game?,request,boardgames,1,2
"give_opinion(name[Betrayal at House on the Hill], average rating[average], publisher[Asmodee])",Betrayal at House on the Hill average rating average. Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill Average Asmodee," Betrayal at House on the Hill is an average board game, but I appreciate the quality of production by Asmodee.",give_opinion,boardgames,1,3
"inform(name[Betrayal at House on the Hill], genre[horror fiction], instance of[Board game], minimum number of players[3], maximum number of players[6])",Betrayal at House on the Hill genre horror fiction. Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill minimum number of players 3. Betrayal at House on the Hill maximum number of players 6. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill Horror Fiction Board Game 3 6,Betrayal at House on the Hill is a horror fiction board game for 3 to 6 players.,inform,boardgames,1,5
"recommend(name[Sherlock Holmes Consulting Detective], alternate names[Sherlock Holmes: Detective Asesor])",Sherlock Holmes Consulting Detective alternate names Sherlock Holmes: Detective Asesor. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective Sherlock Holmes: Detective Asesor," Have you heard of Sherlock Holmes Consulting Detective, or its alternate name Sherlock Holmes: Detective Asesor? It's a board game.",recommend,boardgames,1,2
"request(specifier[educational], genre[abstract strategy game])",board game specifier educational. board game genre abstract strategy game. board game domain board game.,Educational Abstract Strategy Game,What's an educational abstract strategy game in the board game domain?,request,boardgames,1,2
"verify_attribute(name[Dune], average rating[excellent], instance of[Board game], publisher[Avalon Hill])",Dune average rating excellent. Dune instance of board game. Dune publisher Avalon Hill. Dune domain board game.,Dune Excellent Board Game Avalon Hill,You love Dune. Do you usually like Avalon Hill board games?,verify_attribute,boardgames,1,4
"inform(name[HeroQuest], genre[fantasy], complexity rating[complex], average rating[good], minimum number of players[2], publisher[Games Workshop], maximum number of players[5])",HeroQuest genre fantasy. HeroQuest complexity rating complex. HeroQuest average rating good. HeroQuest minimum number of players 2. HeroQuest publisher Games Workshop. HeroQuest maximum number of players 5. HeroQuest domain board game.,Heroquest Fantasy Complex Good 2 Games Workshop 5,HeroQuest is a complex fantasy board game published by Games Workshop. It typically takes 2-5 players and has a good rating.,inform,boardgames,1,7
"give_opinion(name[Enchanted Forest], average rating[average], publisher[Ravensburger], complexity rating[simple])",Enchanted Forest average rating average. Enchanted Forest publisher Ravensburger. Enchanted Forest complexity rating simple. Enchanted Forest domain board game.,Enchanted Forest Average Ravensburger Simple," Enchanted Forest is an average board game, but I think it's great for younger children due to its simple complexity rating and its publisher, Ravensburger.",give_opinion,boardgames,1,4
"verify_attribute(name[Dune], average rating[excellent], genre[science fiction])",Dune average rating excellent. Dune genre science fiction. Dune domain board game.,Dune Excellent Science Fiction,You loved Dune. Do you usually think science fiction board games are great?,verify_attribute,boardgames,1,3
"inform(name[Axis and Allies], genre[board wargame], publication year[1981], developer[Larry Harris])",Axis and Allies genre board wargame. Axis and Allies publication year 1981. Axis and Allies developer Larry Harris. Axis and Allies domain board game.,Axis And Allies Board Wargame 1981 Larry Harris,Axis and Allies is a 1981 board wargame developed by Larry Harris.,inform,boardgames,1,4
"request(specifier[educational], minimum number of players[3])",board game specifier educational. board game minimum number of players 3. board game domain board game.,Educational 3,What board game do you think is the most educational for a three-player game?,request,boardgames,1,2
"recommend(name[Betrayal at House on the Hill], instance of[Board game], publisher[Asmodee])",Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill Board Game Asmodee," Have you heard of Betrayal at House on the Hill, the board game from Asmodee?",recommend,boardgames,1,3
"confirm(name[Stratego], instance of[Board game], publisher[Jumbo Games])",Stratego instance of board game. Stratego publisher Jumbo Games. Stratego domain board game.,Stratego Board Game Jumbo Games,"
Are you talking about the board game Stratego, published by Jumbo Games?",confirm,boardgames,1,3
"give_opinion(name[Spirit Island], average rating[excellent], publication year[2017], minimum number of players[1])",Spirit Island average rating excellent. Spirit Island publication year 2017. Spirit Island minimum number of players 1. Spirit Island domain board game.,Spirit Island Excellent 2017 1," Spirit Island is an excellent board game, and I highly recommend it. The publication year of 2017 makes it a modern game, and the minimum number of players of 1 makes it great for solo players.",give_opinion,boardgames,1,4
"verify_attribute(name[Star Realms], average rating[excellent], instance of[Board game], genre[science fiction])",Star Realms average rating excellent. Star Realms instance of board game. Star Realms genre science fiction. Star Realms domain board game.,Star Realms Excellent Board Game Science Fiction,You really enjoyed Star Realms. Do you usually like science fiction board games?,verify_attribute,boardgames,1,4
"suggest(name[Betrayal at House on the Hill], instance of[Board game], maximum number of players[6])",Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill maximum number of players 6. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill Board Game 6,"
Have you ever played a board game with a maximum of 6 players, like Betrayal at House on the Hill?",suggest,boardgames,1,3
"give_opinion(name[Mangala], average rating[average], instance of[Board game])",Mangala average rating average. Mangala instance of board game. Mangala domain board game.,Mangala Average Board Game,Mangala is an average board game. It's a great choice for a casual game night.,give_opinion,boardgames,1,3
"request(specifier[confusing], genre[science fiction])",board game specifier confusing. board game genre science fiction. board game domain board game.,Confusing Science Fiction,What's the most confusing science fiction board game you've ever played?,request,boardgames,1,2
"recommend(name[Carcassonne], developer[Klaus-Jürgen Wrede], alternate names[Carcassonne Jubilee Edition])",Carcassonne developer Klaus-Jürgen Wrede. Carcassonne alternate names Carcassonne Jubilee Edition. Carcassonne domain board game.,Carcassonne Klaus-Jürgen Wrede Carcassonne Jubilee Edition," Have you ever played Carcassonne, a board game developed by Klaus-Jürgen Wrede? It also has an alternate name, Carcassonne Jubilee Edition.",recommend,boardgames,1,3
confirm(name[Descent Journeys in the Dark]),Descent Journeys in the Dark domain board game.,Descent Journeys In The Dark,Are you talking about the board game Descent Journeys in the Dark?,confirm,boardgames,1,1
"request_explanation(genre[deduction game], average rating[excellent], instance of[Board game])",board game genre deduction game. board game average rating excellent. board game instance of board game. board game domain board game.,Deduction Game Excellent Board Game,What makes deduction board games your favorite type of board game?,request_explanation,boardgames,1,3
"confirm(name[Lord of the Rings], developer[Reiner Knizia], genre[fantasy])",Lord of the Rings developer Reiner Knizia. Lord of the Rings genre fantasy. Lord of the Rings domain board game.,Lord Of The Rings Reiner Knizia Fantasy," Are you referring to the Lord of the Rings board game from developer Reiner Knizia, in the fantasy genre?",confirm,boardgames,1,3
"give_opinion(name[Carcassonne], average rating[good], complexity rating[moderate])",Carcassonne average rating good. Carcassonne complexity rating moderate. Carcassonne domain board game.,Carcassonne Good Moderate,Carcassonne is a good board game in my opinion. The moderate complexity rating makes it enjoyable for players of all levels.,give_opinion,boardgames,1,3
"recommend(name[Axis and Allies], instance of[Board game])",Axis and Allies instance of board game. Axis and Allies domain board game.,Axis And Allies Board Game," Have you heard of Axis and Allies, the board game?",recommend,boardgames,1,2
"request(specifier[entertaning], genre[cooperative Board game])",board game specifier entertaning. board game genre cooperative board game. board game domain board game.,Entertaning Cooperative Board Game,What's the most entertaining cooperative board game in the board game domain?,request,boardgames,1,2
"verify_attribute(name[Stratego], average rating[average], genre[board wargame], instance of[Board game])",Stratego average rating average. Stratego genre board wargame. Stratego instance of board game. Stratego domain board game.,Stratego Average Board Wargame Board Game,You said Stratego was just okay. Do you think all board wargames are mediocre?,verify_attribute,boardgames,1,4
"recommend(name[Sherlock Holmes Consulting Detective], instance of[Board game])",Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective Board Game,Have you heard of the board game Sherlock Holmes Consulting Detective?,recommend,boardgames,1,2
"suggest(name[Carcassonne], maximum number of players[6], country of origin[Germany])",Carcassonne maximum number of players 6. Carcassonne country of origin Germany. Carcassonne domain board game.,Carcassonne 6 Germany," Have you ever played a board game from Germany for up to 6 players, like Carcassonne?",suggest,boardgames,1,3
"inform(name[Betrayal at House on the Hill], genre[cooperative Board game], complexity rating[complex], publisher[Hasbro], developer[Bruce Glassco], minimum number of players[3])",Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill complexity rating complex. Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill minimum number of players 3. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill Cooperative Board Game Complex Hasbro Bruce Glassco 3,Betrayal at House on the Hill is a complex cooperative board game published by Hasbro and developed by Bruce Glassco. It requires at least 3 players.,inform,boardgames,1,6
"give_opinion(name[Afrikan tähti], average rating[poor], instance of[Board game], minimum number of players[2])",Afrikan tähti average rating poor. Afrikan tähti instance of board game. Afrikan tähti minimum number of players 2. Afrikan tähti domain board game.,Afrikan Tähti Poor Board Game 2," I find Afrikan tähti to be a poor board game. The minimum number of players of 2 limits its appeal, and I wouldn't recommend it.",give_opinion,boardgames,1,4
"recommend(name[Betrayal at House on the Hill], publisher[Asmodee])",Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill Asmodee," Have you played Betrayal at House on the Hill, the board game from Asmodee?",recommend,boardgames,1,2
"verify_attribute(name[Scotland Yard], average rating[average], game mechanics[cooperative gameplay], instance of[Board game])",Scotland Yard average rating average. Scotland Yard game mechanics cooperative gameplay. Scotland Yard instance of board game. Scotland Yard domain board game.,Scotland Yard Average Cooperative Gameplay Board Game,You found Scotland Yard to be just okay. Do you think cooperative gameplay board games are usually mediocre?,verify_attribute,boardgames,1,4
"give_opinion(name[A Game of Thrones], average rating[good], instance of[Board game])",A Game of Thrones average rating good. A Game of Thrones minimum playing time 180. A Game of Thrones instance of board game. A Game of Thrones domain board game.,A Game Of Thrones Good 180 Board Game," A Game of Thrones is a great board game. Its good rating, 180 minutes of playing time, and instance of board game make it an enjoyable game.",give_opinion,boardgames,1,4
"confirm(name[Cosmic Encounter], genre[science fiction])",Cosmic Encounter genre science fiction. Cosmic Encounter domain board game.,Cosmic Encounter Science Fiction,"
Are you talking about the science fiction board game, Cosmic Encounter?",confirm,boardgames,1,2
"give_opinion(name[Betrayal at House on the Hill], average rating[average], developer[Bruce Glassco], genre[cooperative Board game])",Betrayal at House on the Hill average rating average. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill domain board game.,Betrayal At House On The Hill Average Bruce Glassco Cooperative Board Game," Betrayal at House on the Hill is an average board game, but I find it enjoyable due to its cooperative genre and the design by Bruce Glassco.",give_opinion,boardgames,1,4
"give_opinion(name[Enchanted Forest], average rating[average], genre[fantasy])",Enchanted Forest average rating average. Enchanted Forest genre fantasy. Enchanted Forest minimum playing time 30. Enchanted Forest domain board game.,Enchanted Forest Average Fantasy 30," Enchanted Forest is an average board game, but its 30 minute playing time and fantasy genre make it appealing to me.",give_opinion,boardgames,1,4
"recommend(name[Twilight Struggle], genre[board wargame], publisher[GMT Games])",Twilight Struggle genre board wargame. Twilight Struggle publisher GMT Games. Twilight Struggle domain board game.,Twilight Struggle Board Wargame Gmt Games," Have you heard of Twilight Struggle, a board wargame from GMT Games?",recommend,boardgames,1,3
"request(specifier[strategic], genre[deduction game])",board game specifier strategic. board game genre deduction game. board game domain board game.,Strategic Deduction Game,What's the most strategic deduction game you can play in the board game domain?,request,boardgames,1,2
"confirm(name[Enchanted Forest], publisher[Ravensburger], alternate names[Rayas Journey: An Enchanted Forest Game, Sagaland, The Wizard of Oz])","Enchanted Forest publisher Ravensburger. Enchanted Forest alternate names Rayas Journey: An Enchanted Forest Game, Sagaland, The Wizard of Oz. Enchanted Forest domain board game.","Enchanted Forest Ravensburger Raya'S Journey: An Enchanted Forest Game, Sagaland, The Wizard Of Oz"," Are you referring to the Ravensburger board game Enchanted Forest (or Rayas Journey: An Enchanted Forest Game, Sagaland, or The Wizard of Oz)?",confirm,boardgames,1,3
"suggest(name[Cosmic Encounter], maximum number of players[8], genre[science fiction])",Cosmic Encounter maximum number of players 8. Cosmic Encounter genre science fiction. Cosmic Encounter domain board game.,Cosmic Encounter 8 Science Fiction," Have you ever played a science fiction board game with up to 8 players, like Cosmic Encounter?",suggest,boardgames,1,3
