index,mr_new,da,text,num_hops,num_triples,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,length
686,Galactica 1980 genre science fiction television series. Galactica 1980 awards received None. Galactica 1980 domain tv.,suggest,"Are you familiar with any science fiction television series, like Galactica 1980?",1,3,Galactica 1980 'Science Fiction Television Series' 'None',suggest,0.938926518,0.01164536543,85.87107086,5.679677445,0.82478434,match_scores,1,12
687,Bleak House genre television series based on a novel. Bleak House review score average. Bleak House creator Justin Chadwick. Bleak House domain tv.,inform,Bleak House is an average-rated television series based on a novel by Justin Chadwick.,1,4,Bleak House 'Television Series Based On A Novel' Average 'Justin Chadwick',inform,0.9840807915,0.01911749048,52.30812073,5.255923421,0.85803545,match_scores_PPL,1,14
688,"The Crown genre crime film. The Crown character Cecil Parkinson, Piers Legh. The Crown screenwriter Peter Morgan. The Crown review score average. The Crown cast member Guy Chambers, Emma Corrin. The Crown domain tv.",inform,"The Crown is an average-rated crime film written by Peter Morgan starring Guy Chambers, Emma Corrin, Cecil Parkinson, and Piers Legh.",1,6,"The Crown 'Crime Film' 'Cecil Parkinson', 'Piers Legh' 'Peter Morgan' Average 'Guy Chambers', 'Emma Corrin'",inform,0.9507194161,0.004702279604,212.6628113,3.582342119,0.69024813,match_scores,1,21
689,"Perry Mason genre legal drama. Perry Mason cast member Gretchen Mol, Madeline Zima. Perry Mason awards received None. Perry Mason screenwriter Rolin Jones. Perry Mason creator Deniz Gamze Ergüven, Tim Van Patten. Perry Mason review score average. Perry Mason character Della Street, Paul Drake. Perry Mason domain tv.",inform,"Perry Mason is an average-rated legal drama starring Gretchen Mol, Madeline Zima, Della Street, and Paul Drake. It was written by Rolin Jones and created by Deniz Gamze Ergüven and Tim Van Patten.",1,8,"Perry Mason 'Legal Drama' 'Gretchen Mol', 'Madeline Zima' 'None' 'Rolin Jones' 'Deniz Gamze Ergüven', 'Tim Van Patten' Average 'Della Street', 'Paul Drake'",inform,0.9879550934,0.006729447875,148.6006012,2.65102026,0.60392565,match_scores_PPL,1,33
690,"Peaky Blinders character Arthur Bigge, John Shelby. Peaky Blinders awards received Royal Television Society Awards. Peaky Blinders domain tv.",suggest,"Are you familiar with the Royal Television Society Awards winning tv series Peaky Blinders, starring Arthur Bigge and John Shelby?",1,3,"Peaky Blinders 'Arthur Bigge, 'John Shelby' 'Royal Television Society Awards'",suggest,0.4682105482,0.006280708853,159.2176971,5.406502669,0.78603774,match_scores,1,20
691,"Strike genre crime television series. Strike cast member Alisha Bailey, ""Natasha OKeeffe"". Strike character Robin Ellacott, Cormoran Strike. Strike review score average. Strike creator Charles Sturridge, Michael Keillor. Strike screenwriter Tom Edge. Strike domain tv.",inform,"Strike is an average-rated crime television series starring Alisha Bailey, ""Natasha OKeeffe"" and Robin Ellacott, Cormoran Strike. It was created by Charles Sturridge, Michael Keillor and written by Tom Edge.",1,7,"Strike 'Crime Television Series' 'Alisha Bailey', ""Natasha O'Keeffe"" 'Robin Ellacott', 'Cormoran Strike' Average 'Charles Sturridge', 'Michael Keillor' 'Tom Edge'",inform,0.9903150201,0.005548274799,180.2362061,4.584180542,0.7794568,match_scores,1,30
692,Cougar Town genre American television sitcom. Cougar Town domain tv.,suggest,"Are you familiar with American television sitcoms, like Cougar Town?",1,2,Cougar Town 'American Television Sitcom',suggest,0.9088400006,0.0276497832,36.16664886,6.772997137,0.86201733,match_scores,1,10
693,"My Love from the Star character Heo Gyun, Hwang Jini. My Love from the Star genre romance film. My Love from the Star domain tv.",suggest,"Are you familiar with any romance films on tv, like My Love from the Star starring Heo Gyun and Hwang Jini?",1,3,"My Love From The Star 'Heo Gyun', 'Hwang Jini' 'Romance Film'",suggest,0.9392857552,0.004063664658,246.0832977,3.916449665,0.63406533,match_scores,1,21
694,"Star Trek: Picard genre science fiction television series. Star Trek: Picard cast member Jonathan Frakes, Ann Magnuson. Star Trek: Picard screenwriter James Duff. Star Trek: Picard review score average. Star Trek: Picard awards received None. Star Trek: Picard creator Jonathan Frakes, Hanelle Culpepper. Star Trek: Picard domain tv.",inform,"Star Trek: Picard is an average-rated science fiction television series starring Jonathan Frakes and Ann Magnuson, written by James Duff and created by Jonathan Frakes and Hanelle Culpepper.",1,7,"Star Trek: Picard 'Science Fiction Television Series' 'Jonathan Frakes', 'Ann Magnuson' 'James Duff' Average 'None' 'Jonathan Frakes', 'Hanelle Culpepper'",inform,0.9875766039,0.0237538998,42.09835052,7.939087148,0.72455907,match_scores,1,28
695,Twin Peaks genre fantasy television series. Twin Peaks review score excellent. Twin Peaks domain tv.,inform,Twin Peaks is an excellent fantasy television series.,1,3,Twin Peaks 'Fantasy Television Series' Excellent,inform,0.9069195986,0.01413822741,70.73022461,9.535414041,0.8813591,match_scores_PPL,1,8
696,The Lord of the Rings: The Rings of Power domain tv.,suggest,Have you seen any tv series like The Lord of the Rings: The Rings of Power?,1,1,The Lord Of The Rings: The Rings Of Power,suggest,0.9299274683,0.02646884768,37.78026199,16.6174293,0.83326864,match_scores,1,16
697,"The Virgin Queen genre docudrama. The Virgin Queen creator Coky Giedroyc. The Virgin Queen review score average. The Virgin Queen awards received None. The Virgin Queen cast member Charlotte Winner, Ewen Bremner. The Virgin Queen domain tv.",inform,"The Virgin Queen is an average-rated docudrama created by Coky Giedroyc, starring Charlotte Winner and Ewen Bremner. It hasn't won any awards.",1,6,"The Virgin Queen 'Docudrama' 'Coky Giedroyc' Average 'None' 'Charlotte Winner', 'Ewen Bremner'",inform,0.9750808477,0.01834098416,54.52270126,6.024757292,0.74141437,match_scores_PPL,1,22
698,"The Girlfriend Experience cast member Carmen Ejogo, James Gilbert. The Girlfriend Experience domain tv.",suggest,Are you familiar with The Girlfriend Experience with cast members like Carmen Ejogo and James Gilbert?,1,2,"The Girlfriend Experience 'Carmen Ejogo', 'James Gilbert'",suggest,0.8274536133,0.0167821803,59.58701324,8.513012361,0.7381477,match_scores,1,16
699,"Bordertown genre drama fiction. Bordertown screenwriter Miikko Oikkonen. Bordertown character Kari Sorjonen. Bordertown creator Miikko Oikkonen, Juuso Syrja’. Bordertown awards received None. Bordertown review score average. Bordertown cast member Matleena Kuusniemi, Lenita Susi. Bordertown domain tv.",inform,"Bordertown is an average-rated drama fiction series created by Miikko Oikkonen and Juuso Syrja’, written by Miikko Oikkonen, and starring Kari Sorjonen, Matleena Kuusniemi, and Lenita Susi.",1,8,"Bordertown 'Drama Fiction' 'Miikko Oikkonen' 'Kari Sorjonen' 'Miikko Oikkonen', 'Juuso Syrja’ 'None' Average 'Matleena Kuusniemi', 'Lenita Susi'",inform,0.9770448208,0.009777716442,102.2733688,1.640447263,0.8624813,match_scores,1,27
700,"Ekaterina genre historical film. Ekaterina cast member Danila Dunayev, Alexey Vorobyov. Ekaterina screenwriter Arif Aliyev. Ekaterina character Aleksey Obreskov, Grigory Orlov’. Ekaterina review score average. Ekaterina domain tv.",inform,"Ekaterina is an average-rated historical film starring Danila Dunayev, Alexey Vorobyov, Aleksey Obreskov, and Grigory Orlov’, written by Arif Aliyev.",1,6,"Ekaterina 'Historical Film' 'Danila Dunayev', 'Alexey Vorobyov' 'Arif Aliyev' 'Aleksey Obreskov', 'Grigory Orlov’ Average",inform,0.9207476974,0.01419250666,70.4597168,2.130073368,0.8330681,match_scores_PPL,1,20
701,"Atlanta genre comedy television series. Atlanta screenwriter Donald Glover. Atlanta cast member Zazie Beetz, Donald Glover. Atlanta character Alfred ""Paper Boi"" Miles, Vanessa ""Van"" Keefer. Atlanta creator Donald Glover, Hiro Murai. Atlanta review score average. Atlanta domain tv.",inform,"Atlanta is an average-rated comedy television series created by Donald Glover and Hiro Murai, starring Donald Glover, Zazie Beetz, Alfred ""Paper Boi"" Miles, and Vanessa ""Van"" Keefer.",1,7,"Atlanta 'Comedy Television Series' 'Donald Glover' 'Zazie Beetz', 'Donald Glover' 'Alfred ""Paper Boi"" Miles', 'Vanessa ""Van"" Keefer' 'Donald Glover', 'Hiro Murai' Average",inform,0.985553205,0.01335204989,74.89486694,10.39393833,0.83323765,match_scores_PPL,1,27
702,Stranger Things genre science fiction television series. Stranger Things awards received Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series. Stranger Things domain tv.,inform,Stranger Things is a science fiction television series that has won the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.,1,3,Stranger Things 'Science Fiction Television Series' 'Screen Actors Guild Award For Outstanding Performance By An Ensemble In A Drama Series',inform,0.9771082401,0.07273799834,13.74797249,8.08529808,0.9343914,match_scores_PPL,1,26
703,"The Lord of the Rings: The Rings of Power creator Charlotte Brandstrom’, Wayne Yip. The Lord of the Rings: The Rings of Power character ""Elanor Nori Brandyfoot"", Valandil. The Lord of the Rings: The Rings of Power domain tv.",suggest,"Have you seen Charlotte Brandstrom’s and Wayne Yip’s tv series The Lord of the Rings: The Rings of Power, featuring characters like Elanor Nori Brandyfoot and Valandil?",1,3,"The Lord Of The Rings: The Rings Of Power 'Charlotte Brandstrom’, 'Wayne Yip' ""Elanor 'Nori' Brandyfoot"", 'Valandil'",suggest,0.8861272931,0.004540357086,220.246994,10.50176352,0.6930686,match_scores,1,27
704,Galactica 1980 screenwriter Jeff Freilich. Galactica 1980 domain tv.,suggest,"Are you a fan of tv series written by Jeff Freilich, such as Galactica 1980?",1,2,Galactica 1980 'Jeff Freilich',suggest,0.9470155835,0.01192791887,83.83692169,4.573913556,0.81025696,match_scores,1,15
705,"Vikings genre historical drama. Vikings screenwriter Michael Hirst. Vikings creator Kari Skogland, Ciaran Donnelly. Vikings domain tv.",inform,Vikings is a historical drama created by Kari Skogland and Ciaran Donnelly with Michael Hirst as the screenwriter.,1,4,"Vikings 'Historical Drama' 'Michael Hirst' 'Kari Skogland', 'Ciaran Donnelly'",inform,0.9854104519,0.01362071456,73.41758728,2.024446266,0.7965048,match_scores,1,18
706,"Bordertown genre crime television series. Bordertown creator Miikko Oikkonen, Juuso Syrja’. Bordertown awards received None. Bordertown character Kari Sorjonen. Bordertown review score average. Bordertown cast member Ville Virtanen, Kristiina Halttu. Bordertown screenwriter Miikko Oikkonen. Bordertown domain tv.",inform,"Bordertown is an average-rated crime television series created by Miikko Oikkonen and Juuso Syrja’, starring Ville Virtanen, Kristiina Halttu, and Kari Sorjonen. It was written by Miikko Oikkonen.",1,8,"Bordertown 'Crime Television Series' 'Miikko Oikkonen', 'Juuso Syrja’ 'None' 'Kari Sorjonen' Average 'Ville Virtanen', 'Kristiina Halttu' 'Miikko Oikkonen'",inform,0.9822401404,0.01273777275,78.50666046,1.588302749,0.86339587,match_scores,1,28
707,"Father Ted cast member ""Ardal OHanlon"", James Berwick. Father Ted character Father Ted Crilly, Father Dougal McGuire. Father Ted domain tv.",suggest,"Did you follow the tv series Father Ted with Ardal O'Hanlon and James Berwick, starring characters like Father Ted Crilly and Father Dougal McGuire?",1,3,"Father Ted ""Ardal O'Hanlon"", 'James Berwick' 'Father Ted Crilly', 'Father Dougal Mcguire'",suggest,0.9105660319,0.0064153128,155.8770447,4.699443186,0.8455719,match_scores,1,24
708,1899 genre historical drama. 1899 domain tv.,suggest,"Are you familiar with any historical drama series, like 1899?",1,2,1899 'Historical Drama',suggest,0.9322878718,0.006327280149,158.0457916,3.386498568,0.7815214,match_scores,1,10
709,"tv show review score excellent. tv show creator Mark Cendrowski. tv show awards received ""Critics Choice Television Award for Best Comedy Supporting Actress"". tv show domain tv.",request_explanation,What do you think makes the TV show created by Mark Cendrowski and the winner of the Critics Choice Television Award for Best Comedy Supporting Actress so excellent?,1,4,"Excellent 'Mark Cendrowski' ""Critics' Choice Television Award For Best Comedy Supporting Actress""",request_explanation,0.976475358,0.0162607829,61.49765396,11.64994941,0.82477224,match_scores,1,28
710,Belgravia genre television series based on a novel. Belgravia domain tv.,inform,Belgravia is a television series based on a novel.,1,2,Belgravia 'Television Series Based On A Novel',inform,0.9370951653,0.01726164231,57.93191528,4.196114906,0.9274205,match_scores_PPL,1,9
711,"The Musketeers genre drama television series. The Musketeers cast member Ed Stoppard, John Woodvine. The Musketeers review score average. The Musketeers domain tv.",inform,The Musketeers is an average-rated drama television series starring Ed Stoppard and John Woodvine.,1,4,"The Musketeers 'Drama Television Series' 'Ed Stoppard', 'John Woodvine' Average",inform,0.9698296189,0.01119140685,89.35427094,5.255923421,0.7707688,match_scores_PPL,1,14
712,"Freud genre crime film. Freud creator Marvin Kren. Freud character Martha Bernays, Franz Joseph I of Austria. Freud screenwriter Benjamin Hessler. Freud awards received None. Freud review score average. Freud cast member Martin Hujas, Brigitte Kren. Freud domain tv.",inform,"Freud is an average-rated crime film created by Marvin Kren and written by Benjamin Hessler, starring Martin Hujas, Brigitte Kren, Martha Bernays, and Franz Joseph I of Austria.",1,8,"Freud 'Crime Film' 'Marvin Kren' 'Martha Bernays', 'Franz Joseph I Of Austria' 'Benjamin Hessler' 'None' Average 'Martin Hujas', 'Brigitte Kren'",inform,0.9153951406,0.004873517656,205.1905975,2.824446076,0.72124356,match_scores,1,28
713,"tv show review score average. tv show creator Lodge Kerrigan, Amy Seimetz. tv show domain tv.",request_explanation,What is it about the TV show created by Lodge Kerrigan and Amy Seimetz that has it average out to an average review score?,1,3,"Average 'Lodge Kerrigan', 'Amy Seimetz'",request_explanation,0.9606206417,0.01297276711,77.08455658,0,0.69158316,match_scores,1,24
714,True Detective genre Investigative television series. True Detective domain tv.,inform,True Detective is an investigative television series.,1,2,True Detective 'Investigative Television Series',inform,0.9790230393,0.01076354382,92.90620422,11.04479557,0.83632827,match_scores_PPL,1,7
715,Breaking Bad genre crime television series. Breaking Bad awards received Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series. Breaking Bad domain tv.,inform,Breaking Bad is a crime television series that won the Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series.,1,3,Breaking Bad 'Crime Television Series' 'Primetime Emmy Award For Outstanding Single-Camera Picture Editing For A Drama Series',inform,0.9540722966,0.06475539396,15.442729,14.34533437,0.9280468,match_scores_PPL,1,22
716,The Last Kingdom genre historical drama. The Last Kingdom screenwriter Sophie Petzal. The Last Kingdom domain tv.,inform,The Last Kingdom is a historical drama written by Sophie Petzal.,1,3,The Last Kingdom 'Historical Drama' 'Sophie Petzal',inform,0.9500229955,0.009212061987,108.5533295,12.60596809,0.79833436,match_scores_PPL,1,11
717,tv show review score average. tv show awards received British Academy Television Award for Best Drama Series. tv show creator Peter Kosminsky. tv show domain tv.,request_explanation,"Despite winning a British Academy Television Award for Best Drama Series, why do you think Peter Kosminsky's TV show has an average review score?",1,4,Average 'British Academy Television Award For Best Drama Series' 'Peter Kosminsky',request_explanation,0.9341363311,0.01994888585,50.12811279,6.761642533,0.81195176,match_scores,1,24
718,The Flash genre science fiction television series. The Flash domain tv.,suggest,Are you familiar with science fiction television series like The Flash?,1,2,The Flash 'Science Fiction Television Series',suggest,0.9545399547,0.02367992143,42.22986984,6.772997137,0.8237548,match_scores_PPL,1,11
719,Romulus screenwriter Filippo Gravino. Romulus genre drama television series. Romulus domain tv.,suggest,Did you follow Filippo Gravino's drama television series Romulus?,1,3,Romulus 'Filippo Gravino' 'Drama Television Series',suggest,0.6671406627,0.005250744776,190.449173,4.196114906,0.7309219,match_scores,1,9
720,Obi-Wan Kenobi screenwriter Hossein Amini. Obi-Wan Kenobi domain tv.,suggest,"Have you seen any of Hossein Amini's television series, like Obi-Wan Kenobi?",1,2,Obi-Wan Kenobi 'Hossein Amini',suggest,0.9304501414,0.01732170051,57.7310524,5.679677445,0.80568063,match_scores,1,12
721,"Peaky Blinders genre drama television series. Peaky Blinders screenwriter Steven Knight. Peaky Blinders review score good. Peaky Blinders cast member Sam Claflin, Dorian Lough. Peaky Blinders awards received British Academy Television Craft Awards. Peaky Blinders creator David Caffrey. Peaky Blinders character Polly Gray, Alfie Solomons. Peaky Blinders domain tv.",inform,"Peaky Blinders is a good-rated drama television series written by Steven Knight and created by David Caffrey, starring Sam Claflin, Dorian Lough, Polly Gray, and Alfie Solomons. It has received the British Academy Television Craft Awards.",1,8,"Peaky Blinders 'Drama Television Series' 'Steven Knight' Good 'Sam Claflin', 'Dorian Lough' 'British Academy Television Craft Awards' 'David Caffrey' 'Polly Gray', 'Alfie Solomons'",inform,0.9773270488,0.01809647259,55.25938797,4.446393437,0.70061076,match_scores,1,36
722,Yellowstone genre television western. Yellowstone creator Taylor Sheridan. Yellowstone domain tv.,inform,Yellowstone is a television western created by Taylor Sheridan.,1,3,Yellowstone 'Television Western' 'Taylor Sheridan',inform,0.9859595299,0.001568429085,637.5806274,4.196114906,0.81725234,match_scores_PPL,1,9
723,"The Lord of the Rings: The Rings of Power creator Wayne Yip, Charlotte Brandstrom’. The Lord of the Rings: The Rings of Power domain tv.",suggest,"Did you follow the television series The Lord of the Rings: The Rings of Power, created by Wayne Yip and Charlotte Brandstrom?",1,2,"The Lord Of The Rings: The Rings Of Power 'Wayne Yip', 'Charlotte Brandstrom’",suggest,0.5154057145,0.008285674731,120.6902313,12.04951458,0.8004304,match_scores,1,22
724,"Cougar Town genre American television sitcom. Cougar Town review score average. Cougar Town creator Michael Spiller, Millicent Shelton. Cougar Town screenwriter Mara Brock Akil. Cougar Town cast member Dot Jones, Briga Heelan. Cougar Town awards received None. Cougar Town domain tv.",inform,"Cougar Town is an average-rated American television sitcom created by Michael Spiller, Millicent Shelton, and written by Mara Brock Akil, starring Dot Jones and Briga Heelan. It hasn't won any awards.",1,7,"Cougar Town 'American Television Sitcom' Average 'Michael Spiller', 'Millicent Shelton' 'Mara Brock Akil' 'Dot Jones', 'Briga Heelan' 'None'",inform,0.9665933251,0.009586357929,104.3149033,2.578571355,0.67116493,match_scores_PPL,1,31
725,Peaky Blinders awards received BAFTA Award for Best Direction. Peaky Blinders domain tv.,suggest,Did you follow the BAFTA Award-winning series Peaky Blinders?,1,2,Peaky Blinders 'Bafta Award For Best Direction',suggest,0.6925730705,0.02583842253,38.70205307,8.392229813,0.7289153,match_scores,1,9
726,"The Big Bang Theory genre American television sitcom. The Big Bang Theory awards received Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series. The Big Bang Theory character Stuart Bloom, Sheldon Cooper. The Big Bang Theory screenwriter Chuck Lorre. The Big Bang Theory cast member James Hong, Laura Spencer’. The Big Bang Theory creator Mark Cendrowski. The Big Bang Theory domain tv.",inform,"The Big Bang Theory is an American television sitcom created by Chuck Lorre and Mark Cendrowski, starring James Hong, Laura Spencer’, Stuart Bloom, and Sheldon Cooper. It has received the Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series.",1,7,"The Big Bang Theory 'American Television Sitcom' 'Primetime Emmy Award For Outstanding Lead Actor In A Comedy Series' 'Stuart Bloom', 'Sheldon Cooper' 'Chuck Lorre' 'James Hong', 'Laura Spencer’ 'Mark Cendrowski'",inform,0.9587058425,0.02916275772,34.29030991,8.598520765,0.8245254,match_scores_PPL,1,41
727,"Bordertown creator Miikko Oikkonen, Juuso Syrja’. Bordertown domain tv.",suggest,"Have you followed any of Miikko Oikkonen and Juuso Syrja’s tv series, like Bordertown?",1,2,"Bordertown 'Miikko Oikkonen', 'Juuso Syrja’",suggest,0.947152853,0.002826257039,353.8248596,2.908317711,0.8700517,match_scores,1,14
728,"Bordertown cast member Anu Sinisalo, Olivia Ainali. Bordertown domain tv.",suggest,"Have you seen any tv series starring Anu Sinisalo and Olivia Ainali, like Bordertown?",1,2,"Bordertown 'Anu Sinisalo', 'Olivia Ainali'",suggest,0.9560793638,0.003576572576,279.59729,2.908317711,0.73989207,match_scores,1,14
729,"My Country: The New Age genre romance television series. My Country: The New Age screenwriter Chae Seung-dae. My Country: The New Age creator Kim Jin-won. My Country: The New Age awards received None. My Country: The New Age review score average. My Country: The New Age cast member Woo Do-hwan, Jang Hyuk. My Country: The New Age character Seo Hwi, Lee Bang-won. My Country: The New Age domain tv.",inform,"My Country: The New Age is an average-rated romance television series created by Kim Jin-won and written by Chae Seung-dae, starring Woo Do-hwan, Jang Hyuk, Seo Hwi, and Lee Bang-won.",1,8,"My Country: The New Age 'Romance Television Series' 'Chae Seung-Dae' 'Kim Jin-Won' 'None' Average 'Woo Do-Hwan', 'Jang Hyuk' 'Seo Hwi', 'Lee Bang-Won'",inform,0.9785978198,0.02999273819,33.34140396,13.574363,0.67903244,match_scores,1,30
730,"Atlanta cast member LaKeith Stanfield, Zazie Beetz. Atlanta domain tv.",suggest,"Did you follow the tv series Atlanta, with LaKeith Stanfield and Zazie Beetz?",1,2,"Atlanta 'Lakeith Stanfield', 'Zazie Beetz'",suggest,0.5739457607,0.007649492271,130.7276306,3.125190764,0.78959167,match_scores,1,13
731,"tv show review score average. tv show cast member Georgie Farmer, Will Houston. tv show creator Tim Burton. tv show domain tv.",request_explanation,What do you think Tim Burton's TV show with Georgie Farmer and Will Houston has that makes it only average?,1,4,"Average 'Georgie Farmer', 'Will Houston' 'Tim Burton'",request_explanation,0.929064095,0.005419511415,184.5184784,0,0.66271126,match_scores,1,20
732,"House genre medical drama. House review score average. House character Thirteen, Mark Warner. House domain tv.",inform,House is an average-rated medical drama starring Thirteen and Mark Warner.,1,4,"House 'Medical Drama' Average 'Thirteen', 'Mark Warner'",inform,0.7855893373,0.003835331233,260.7336731,3.386498568,0.773486,match_scores_PPL,1,11
733,Freud genre historical television series. Freud domain tv.,inform,Freud is a historical television series.,1,2,Freud 'Historical Television Series',inform,0.9517972469,0.001078873175,926.8930054,6.567274736,0.8698223,match_scores_PPL,1,6
734,"Wednesday genre supernatural fiction. Wednesday awards received None. Wednesday cast member Naomi J. Ogawa, Luis Guzman’. Wednesday domain tv.",inform,"Wednesday is a supernatural fiction series starring Naomi J. Ogawa and Luis Guzman', but hasn't won any awards.",1,5,"Wednesday 'Supernatural Fiction' 'None' 'Naomi J. Ogawa', 'Luis Guzman’",inform,0.9076083302,0.004874282108,205.1584167,4.319402268,0.6949086,match_scores,1,18
735,Peacemaker awards received None. Peacemaker creator James Gunn. Peacemaker domain tv.,suggest,Did you follow James Gunn's series Peacemaker?,1,3,Peacemaker 'None' 'James Gunn',suggest,0.5235795379,0.005701124532,175.4039917,5.522397784,0.7001201,match_scores,1,7
736,tv show review score average. tv show genre action-adventure film. tv show domain tv.,request_explanation,What do you think makes this action-adventure film have an average review score?,1,3,Average 'Action-Adventure Film',request_explanation,0.972379148,0.01716829268,58.2469101,0,0.7160602,match_scores,1,13
737,Black Earth Rising genre drama. Black Earth Rising character Brigadier General Lesage. Black Earth Rising domain tv.,inform,Black Earth Rising is a drama featuring the character Brigadier General Lesage.,1,3,Black Earth Rising 'Drama' 'Brigadier General Lesage',inform,0.9827055931,0.005112860769,195.5852203,12.35622127,0.67811686,match_scores,1,12
738,Downton Abbey screenwriter Shelagh Stephenson. Downton Abbey domain tv.,suggest,"Have you seen any of Shelagh Stephenson's work, like Downton Abbey?",1,2,Downton Abbey 'Shelagh Stephenson',suggest,0.9551790953,0.01407348098,71.05562592,6.178110636,0.85739785,match_scores,1,11
739,"The Terminal List genre television series based on a novel. The Terminal List creator Antoine Fuqua. The Terminal List screenwriter David DiGilio. The Terminal List character Jordan Groff, Steve Horn. The Terminal List domain tv.",inform,"The Terminal List is a television series based on a novel by Antoine Fuqua, written by David DiGilio, starring Jordan Groff and Steve Horn.",1,5,"The Terminal List 'Television Series Based On A Novel' 'Antoine Fuqua' 'David Digilio' 'Jordan Groff', 'Steve Horn'",inform,0.9673133492,0.01869832166,53.48073578,5.551277111,0.7608783,match_scores,1,24
740,tv show review score average. tv show genre medical drama. tv show screenwriter John Mankiewicz. tv show domain tv.,request_explanation,What do you think makes the medical drama written by John Mankiewicz have an average rating?,1,4,Average 'Medical Drama' 'John Mankiewicz',request_explanation,0.9628145099,0.01060255349,94.31690216,0,0.7281774,match_scores,1,16
741,Atlanta genre comedy television series. Atlanta review score average. Atlanta domain tv.,inform,Atlanta is an average-rated comedy television series.,1,3,Atlanta 'Comedy Television Series' Average,inform,0.7280593514,0.003115725705,320.9525146,5.522397784,0.8206597,match_scores_PPL,1,7
742,"Father Ted genre sitcom. Father Ted cast member Frank Kelly, James Berwick. Father Ted character Father Ted Crilly, Father Dougal McGuire. Father Ted creator Declan Lowney. Father Ted awards received None. Father Ted domain tv.",inform,"Father Ted is a sitcom starring Frank Kelly, James Berwick, Father Ted Crilly, and Father Dougal McGuire, created by Declan Lowney which hasn't won any awards.",1,6,"Father Ted 'Sitcom' 'Frank Kelly', 'James Berwick' 'Father Ted Crilly', 'Father Dougal Mcguire' 'Declan Lowney' 'None'",inform,0.9606322646,0.007763847123,128.802124,3.156861811,0.74073577,match_scores,1,26
743,"Drop Dead Diva cast member Margaret Cho, Brooke Elliott. Drop Dead Diva genre comedy drama. Drop Dead Diva domain tv.",suggest,Did you follow the comedy drama Drop Dead Diva starring Margaret Cho and Brooke Elliott?,1,3,"Drop Dead Diva 'Margaret Cho', 'Brooke Elliott' 'Comedy Drama'",suggest,0.3478616774,0.003187552979,313.7202759,9.103526406,0.7501876,match_scores,1,15
744,"Houdini genre film based on books. Houdini creator Uli Edel. Houdini screenwriter Nicholas Meyer. Houdini awards received None. Houdini character Wilhelm II, Bess Houdini. Houdini review score average. Houdini cast member Luca Bercovici, Simon Nader. Houdini domain tv.",inform,"Houdini is a film based on books created by Uli Edel and written by Nicholas Meyer, starring Luca Bercovici, Simon Nader, Wilhelm II, and Bess Houdini. It has an average rating.",1,8,"Houdini 'Film Based On Books' 'Uli Edel' 'Nicholas Meyer' 'None' 'Wilhelm Ii', 'Bess Houdini' Average 'Luca Bercovici', 'Simon Nader'",inform,0.9870311618,0.01879685339,53.20039368,1.311361785,0.71588767,match_scores,1,31
745,Angel genre paranormal television program. Angel creator Joss Whedon. Angel domain tv.,inform,Angel is a paranormal television program created by Joss Whedon.,1,3,Angel 'Paranormal Television Program' 'Joss Whedon',inform,0.9482623935,0.0128704797,77.6971817,3.747776737,0.660635,match_scores_PPL,1,10
746,"Drop Dead Diva genre comedy drama. Drop Dead Diva awards received None. Drop Dead Diva screenwriter Josh Berman. Drop Dead Diva character Judge Warren Libby, Paul. Drop Dead Diva cast member Margaret Cho, Ben Feldman. Drop Dead Diva review score average. Drop Dead Diva domain tv.",inform,"Drop Dead Diva is an average-rated comedy drama written by Josh Berman, starring Margaret Cho, Ben Feldman, Judge Warren Libby, and Paul.",1,7,"Drop Dead Diva 'Comedy Drama' 'None' 'Josh Berman' 'Judge Warren Libby', 'Paul' 'Margaret Cho', 'Ben Feldman' Average",inform,0.969897747,0.008385182552,119.257988,6.14349801,0.7017384,match_scores,1,22
747,My Country: The New Age genre romance television series. My Country: The New Age screenwriter Chae Seung-dae. My Country: The New Age domain tv.,inform,My Country: The New Age is a romance television series written by Chae Seung-dae.,1,3,My Country: The New Age 'Romance Television Series' 'Chae Seung-Dae',inform,0.9795534611,0.01211435809,82.54667664,30.13040489,0.83512974,match_scores_PPL,1,14
748,Peaky Blinders genre costume drama. Peaky Blinders domain tv.,inform,Peaky Blinders is a costume drama.,1,2,Peaky Blinders 'Costume Drama',inform,0.8836435676,0.005244836534,190.6637115,13.13454947,0.7846305,match_scores_PPL,1,6
749,"tv show review score average. tv show cast member Lenita Susi, Ville Virtanen. tv show character Kari Sorjonen. tv show domain tv.",request_explanation,"What is it about the TV show starring Lenita Susi, Ville Virtanen, and Kari Sorjonen that has you rate it as average?",1,4,"Average 'Lenita Susi', 'Ville Virtanen' 'Kari Sorjonen'",request_explanation,0.9747213721,0.009695724448,103.1382446,1.506189323,0.8079616,match_scores,1,22
